,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['Brazil', 'Brazil']","['BF', 'BF']",10.1016/j.bcmd.2015.06.004,"['Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil.', 'Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil.', 'Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil.', 'Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil.', 'Londrina Cancer Hospital and University Hospital of State University of Londrina, Medical Clinic Department, Londrina, PR, Brazil.', 'Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil.', 'Laboratory of Study and Application of DNA Polymorphisms, Department of Pathological Sciences, State University of Londrina, Londrina, PR, Brazil. Electronic address: kaducoral@gmail.com.']",FALSE,"['Alleles', 'Antineoplastic Combined Chemotherapy Protocols', 'Case-Control Studies', 'Female', 'Gene Frequency', 'Genotype', 'Humans', 'Interleukin-10', 'Male', 'Odds Ratio', 'Polymorphism, Single Nucleotide', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma']",26142334,"[1] ""laboratory of study and application of dna polymorphisms, state university of londrina, londrina, pr, brazil""
[2] ""londrina cancer hospital and university hospital of state university of londrina, londrina, pr, brazil""      
"
1,"['Egypt', 'Egypt']","['BF', 'BF']",10.1016/j.bcmd.2015.05.010,"['Hematology Unit, Clinical Pathology Department, Mansoura Faculty of Medicine, Mansoura, Egypt. Electronic address: Loomy16@yahoo.com.', 'Hematology Unit, Clinical Pathology Department, Mansoura Faculty of Medicine, Mansoura, Egypt.', 'Oncology Department, Mansoura Faculty of Medicine, Mansoura, Egypt.', 'Hematology Department, Mansoura Faculty of Medicine, Mansoura, Egypt.']",FALSE,"['ADP-ribosyl Cyclase 1', 'Aged', 'Biomarkers, Tumor', 'Dipeptidyl Peptidase 4', 'Disease Progression', 'Female', 'Humans', 'Immunophenotyping', 'Integrin alpha4', 'Leukemia, Lymphocytic, Chronic, B-Cell', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Patient Outcome Assessment', 'Prognosis', 'ZAP-70 Protein-Tyrosine Kinase']",26142332,"[1] ""hematology unit, mansoura faculty of medicine, mansoura, egypt""
[2] ""mansoura faculty of medicine, mansoura, egypt""                 
"
2,['Egypt'],['BF'],10.1016/j.bcmd.2015.06.001,"['Pediatrics Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt. Electronic address: azatantawy@hotmail.com.', 'Pediatrics Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt.', 'Clinical Pathology Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt.', 'Pediatrics Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt.', 'Pediatrics Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt.']",FALSE,"['Adolescent', 'Atherosclerosis', 'Biomarkers', 'Carotid Intima-Media Thickness', 'Case-Control Studies', 'Child', 'Echocardiography', 'Female', 'Growth Differentiation Factor 15', 'Humans', 'Hypertension, Pulmonary', 'Male', 'ROC Curve', 'beta-Thalassemia']",26142330,"[1] ""faculty of medicine, ain shams university, cairo, egypt""
"
3,"['Lebanon', 'Italy']","['BF', 'BF']",10.1016/j.bcmd.2015.05.011,"['Department of Internal Medicine, American University of Beirut Medical Centre, Beirut, Lebanon. Electronic address: ataher@aub.edu.lb.', ""Department of Internal Medicine, American University of Beirut Medical Centre, Beirut, Lebanon; Department of Clinical Sciences and Community, University of Milan, IRCCS Ca' Granda Foundation Maggiore Policlinico Hospital, Milan, Italy."", 'Department of Internal Medicine, American University of Beirut Medical Centre, Beirut, Lebanon.', ""Department of Clinical Sciences and Community, University of Milan, IRCCS Ca' Granda Foundation Maggiore Policlinico Hospital, Milan, Italy."", ""Department of Clinical Sciences and Community, University of Milan, IRCCS Ca' Granda Foundation Maggiore Policlinico Hospital, Milan, Italy.""]",FALSE,"['Hemoglobins', 'Humans', 'Morbidity', 'Thalassemia']",26142325,"[1] ""american university of beirut medical centre, beirut, lebanon""                               
[2] ""university of milan, irccs ca' granda foundation maggiore policlinico hospital, milan, italy""
"
4,"['India', 'India']","['BF', 'BF']",10.1016/j.bcmd.2015.05.005,"['School of Studies in Biochemistry, Jiwaji University, Gwalior, India.', 'School of Studies in Biochemistry, Jiwaji University, Gwalior, India.', 'Blood Bank, Jaya Arogya Hospital, Gajra Raja Medical College, Gwalior, India.', 'School of Studies in Biochemistry, Jiwaji University, Gwalior, India. Electronic address: poornima1kishore@yahoo.com.']",FALSE,"['Adolescent', 'Blood Proteins', 'Case-Control Studies', 'Child', 'Child, Preschool', 'DNA Damage', 'Female', 'Fetal Hemoglobin', 'Genotype', 'Humans', 'Male', 'Molecular Chaperones', 'Mutation', 'Protein Binding', 'Reticulocytes', 'Severity of Illness Index', 'Young Adult', 'alpha-Globins', 'beta-Globins', 'beta-Thalassemia']",26142324,"[1] ""school of studies in biochemistry, jiwaji university, gwalior, india""        
[2] ""blood bank, jaya arogya hospital, gajra raja medical college, gwalior, india""
"
5,"['Austria', 'Germany', 'United States']","['BF', 'BF', 'BF']",10.1016/j.semarthrit.2015.06.001,"['Institute of Anatomy, Paracelsus Medical University Salzburg & Nuremberg, Strubergasse 21, A5020 Salzburg, Austria; Chondrometrics GmbH, Ainring, Germany. Electronic address: felix.eckstein@pmu.ac.at.', 'Pfizer Global Medicines Development, Global Innovative Products Business, New York, NY.']",FALSE,"['Antirheumatic Agents', 'Cartilage, Articular', 'Humans', 'Magnetic Resonance Imaging', 'Osteoarthritis', 'Outcome Assessment (Health Care)', 'Radiography', 'Reproducibility of Results', 'Treatment Outcome']",26142321,"[1] ""institute of anatomy, paracelsus medical university salzburg & nuremberg, strubergasse 21, a5020 salzburg, austria""
[2] ""chondrometrics gmbh, ainring, germany""                                                                             
[3] ""pfizer global medicines development, global innovative products business, new york, ny""                            
"
6,"['United States', 'Canada', 'United States']","['BF', 'BF', 'BF']",10.1016/j.semarthrit.2015.04.013,"['David Geffen School of Medicine, University of California of Los Angeles, 9854 W Bald Mountain Court, Agua Dulce, Los Angeles, CA 91390. Electronic address: journals@royaltman.com.', 'Department of Orthopaedic Surgery, University of Toronto, Toronto, Ontario, Canada.', 'Department of Orthopaedic Surgery, University of Michigan, Ann Arbor, MI.']",TRUE,"['Humans', 'Hyaluronic Acid', 'Injections, Intra-Articular', 'Osteoarthritis, Knee', 'Practice Guidelines as Topic', 'Viscosupplements']",26142320,"[1] ""david geffen school of medicine, university of california of los angeles, 9854 w bald mountain court, agua dulce, los angeles, ca""
[2] ""university of toronto, toronto, ontario, canada""                                                                                  
[3] ""university of michigan, ann arbor, mi""                                                                                            
"
7,['United States'],['BF'],10.1016/j.bmc.2015.06.034,"[""Department of Pharmaceutical Sciences, The Daniel K. Inouye College of Pharmacy, University of Hawai'i at Hilo, Hilo, HI, USA."", ""Department of Pharmaceutical Sciences, The Daniel K. Inouye College of Pharmacy, University of Hawai'i at Hilo, Hilo, HI, USA. Electronic address: danielag@hawaii.edu.""]",TRUE,"['Animals', 'Dimerization', 'Drug Design', 'Ligands', 'Mice', 'Nicotinic Agonists', 'Quantitative Structure-Activity Relationship', 'Receptors, Nicotinic']",26142318,"[1] ""the daniel k""                                                            
[2] ""inouye college of pharmacy, university of hawai'i at hilo, hilo, hi, usa""
"
8,"['China', 'China']","['BF', 'BF']",10.1016/j.bmc.2015.06.033,"['State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China; College of Chemical Engineering, Sichuan University, Chengdu, Sichuan 610065, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China; College of Chemical Engineering, Sichuan University, Chengdu, Sichuan 610065, China.', 'State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu 610041, China. Electronic address: yuluot@scu.edu.cn.']",FALSE,"['Animals', 'Apoptosis', 'Cell Line, Tumor', 'Female', 'Half-Life', 'Humans', 'Immunohistochemistry', 'Leukemia, Myeloid, Acute', 'Mice', 'Mice, Inbred NOD', 'Mice, SCID', 'Phenylurea Compounds', 'Phosphorylation', 'Protein Kinase Inhibitors', 'Rats', 'Rats, Sprague-Dawley', 'Structure-Activity Relationship', 'Transplantation, Heterologous', 'Xenograft Model Antitumor Assays', 'fms-Like Tyrosine Kinase 3']",26142317,"[1] ""state key laboratory of biotherapy and cancer center, west china hospital, sichuan university, and collaborative innovation center for biotherapy, chengdu 610041, china""
[2] ""college of chemical engineering, sichuan university, chengdu, sichuan 610065, china""                                                                                     
"
9,['Switzerland'],['BF'],10.1007/s10096-015-2423-9,"['Infectious Diseases Service, Department of Medicine, Centre Hospitalier Universitaire Vaudois and University of Lausanne, rue du Bugnon 46, 1011, Lausanne, Switzerland, frederic.tissot@chuv.ch.']",FALSE,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Cerebrospinal Fluid', 'Child', 'Child, Preschool', 'Community-Acquired Infections', 'Cross Infection', 'Female', 'Gentian Violet', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Meningitis, Bacterial', 'Middle Aged', 'Phenazines', 'Polymerase Chain Reaction', 'Retrospective Studies', 'Sensitivity and Specificity', 'Staining and Labeling', 'Tertiary Care Centers', 'Young Adult']",26142305,"[1] ""infectious diseases service, centre hospitalier universitaire vaudois and university of lausanne, rue du bugnon 46, 1011, lausanne, switzerland""
"
