,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['China', 'China']","['BF', 'BF']",10.3892/mmr.2015.3711,"['State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'Guangdong Provincial Key Laboratory of Occupational Diseases Prevention and Treatment, Guangdong Hospital for Occupational Disease Prevention and Treatment, Guangzhou, Guangdong 510300, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.', 'State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat\u2011Sen University, Guangzhou, Guangdong 510060, P.R. China.']",TRUE,"['Base Sequence', 'Bestrophins', 'Case-Control Studies', 'Chloride Channels', 'Exons', 'Eye Proteins', 'Female', 'Gene Expression', 'Heterozygote', 'Humans', 'Leukocytes, Mononuclear', 'Male', 'Molecular Sequence Data', 'Mutation', 'Pedigree', 'Retina', 'Sequence Analysis, DNA', 'Vitelliform Macular Dystrophy', 'Young Adult']",25936525,"[1] ""state key laboratory of ophthalmology, zhongshan ophthalmic center, sun yat‑sen university, guangzhou, guangdong 510060, pr china""                                                                 
[2] ""guangdong provincial key laboratory of occupational diseases prevention and treatment, guangdong hospital for occupational disease prevention and treatment, guangzhou, guangdong 510300, pr china""
"
1,"['United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF']",10.1016/j.toxlet.2015.04.013,"['Border Biomedical Research Center, Toxicology Core, University of Texas, El Paso, USA; Department of Psychology, University of Texas, El Paso, USA.', 'Border Biomedical Research Center, Toxicology Core, University of Texas, El Paso, USA; Department of Public Health Sciences, College of Health Sciences, University of Texas, El Paso, USA.', 'Border Biomedical Research Center, Toxicology Core, University of Texas, El Paso, USA; Department of Public Health Sciences, College of Health Sciences, University of Texas, El Paso, USA; Laboratory of Neuroendocrinology, The Rockefeller University, New York, NY, USA. Electronic address: casobin@utep.edu.']",TRUE,"['Animals', 'Animals, Newborn', 'Behavior, Animal', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Exploratory Behavior', 'Female', 'Humans', 'Infant, Newborn', 'Lactation', 'Lead', 'Lead Poisoning, Nervous System, Childhood', 'Male', 'Maternal Exposure', 'Memory Disorders', 'Mice', 'Mice, Inbred C57BL', 'Olfactory Perception', 'Organometallic Compounds', 'Sex Characteristics']",25936521,"[1] ""border biomedical research center, toxicology core, university of texas, el paso, usa""
[2] ""university of texas, el paso, usa""                                                    
[3] ""college of health sciences, university of texas, el paso, usa""                        
[4] ""laboratory of neuroendocrinology, the rockefeller university, new york, ny, usa""      
"
2,"['China', 'China', 'United States']","['BF', 'BF', 'BF']",10.1016/j.exphem.2015.04.009,"['Wuxi Medical School, Jiangnan University, Wuxi, China.', 'Key Laboratory of Carbohydrate Chemistry & Biotechnology, Ministry of Education, School of Biotechnology, Jiangnan University, Wuxi, China.', 'Key Laboratory of Carbohydrate Chemistry & Biotechnology, Ministry of Education, School of Biotechnology, Jiangnan University, Wuxi, China.', 'Key Laboratory of Carbohydrate Chemistry & Biotechnology, Ministry of Education, School of Biotechnology, Jiangnan University, Wuxi, China.', 'Clinical Research Division, Fred Hutchinson Cancer Research Center and Department of Medicine, University of Washington School of Medicine, Seattle, Washington, USA.', 'Key Laboratory of Carbohydrate Chemistry & Biotechnology, Ministry of Education, School of Biotechnology, Jiangnan University, Wuxi, China. Electronic address: fengguan@jiangnan.edu.cn.']",TRUE,"['Bone Marrow Cells', 'Cell Line, Tumor', 'Galactosyltransferases', 'Glycomics', 'Glycoproteins', 'Humans', 'Multiple Myeloma', 'N-Acetylglucosaminyltransferases', 'Proteomics', 'Stromal Cells']",25936519,"[1] ""wuxi medical school, jiangnan university, wuxi, china""                                                                                     
[2] ""key laboratory of carbohydrate chemistry & biotechnology, ministry of education, school of biotechnology, jiangnan university, wuxi, china""
[3] ""university of washington school of medicine, seattle, washington, usa""                                                                     
"
3,['Italy'],['BF'],10.1016/j.ejphar.2015.03.070,"['Research & Development Area, Sigma-tau, Italy. Electronic address: mariaantonietta.stasi@sigma-tau.it.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.', 'Research & Development Area, Sigma-tau, Italy.']",FALSE,"['Adenine', 'Adenosine A2 Receptor Antagonists', 'Administration, Oral', 'Animals', 'Antiparkinson Agents', 'Basal Ganglia', 'Binding, Competitive', 'Catalepsy', 'Cyclic AMP', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'HEK293 Cells', 'Haloperidol', 'Humans', 'Injections, Intraperitoneal', 'Ligands', 'Male', 'Mice', 'Motor Activity', 'Oxidopamine', 'Parkinsonian Disorders', 'Protein Binding', 'Rats, Sprague-Dawley', 'Receptor, Adenosine A2A', 'Transfection', 'Triazoles']",25936513,"[1] ""research & development area, sigma-tau, italy""
"
4,['India'],['BF'],10.1016/j.jnci.2015.03.001,"['Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India. Electronic address: drsupriyamallick@gmail.com.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.', 'Department of Radiotherapy, Dr. B.R. Ambedkar Institute Rotary Cancer Hospital, All India Institute of Medical Sciences, New Delhi, India.']",TRUE,"['Adult', 'Cerebellar Neoplasms', 'Chemotherapy, Adjuvant', 'Child, Preschool', 'Combined Modality Therapy', 'Cranial Irradiation', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Medulloblastoma', 'Treatment Outcome']",25936510,"[1] ""b.r. ambedkar institute rotary cancer hospital, all india institute of medical sciences, new delhi, india""
"
5,['Canada'],['BF'],10.1016/j.phrs.2015.03.023,"['The Research Institute of the McGill University Health Centre and Department of Medicine, McGill University, Montreal, Quebec, Canada.', 'The Research Institute of the McGill University Health Centre and Department of Medicine, McGill University, Montreal, Quebec, Canada.', 'The Research Institute of the McGill University Health Centre and Department of Medicine, McGill University, Montreal, Quebec, Canada.', 'The Research Institute of the McGill University Health Centre and Department of Medicine, McGill University, Montreal, Quebec, Canada; Departments of Biochemistry and Pharmacology & Therapeutics, McGill University, Montreal, Quebec, Canada. Electronic address: vassilios.papadopoulos@mcgill.ca.']",FALSE,"['Amino Acids', 'Animals', 'Binding Sites', 'Biological Transport', 'Cholesterol', 'Consensus', 'Ligands', 'Mice', 'Mitochondria', 'Mitochondrial Membranes', 'Mitochondrial Proteins', 'Models, Molecular', 'Protein Structure, Tertiary', 'Protein Transport', 'Rats', 'Steroids']",25936508,"[1] ""mcgill university, montreal, quebec, canada""
"
6,"['France', 'France', 'United States']","['BF', 'BF', 'BF']",10.1016/j.devcel.2015.03.025,"[""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", 'Department of Physiology, University of Pennsylvania School of Medicine, 3700 Hamilton Walk, Philadelphia, PA 19104-6085, USA.', ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", 'Department of Physiology, University of Pennsylvania School of Medicine, 3700 Hamilton Walk, Philadelphia, PA 19104-6085, USA.', ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", 'Department of Physiology, University of Pennsylvania School of Medicine, 3700 Hamilton Walk, Philadelphia, PA 19104-6085, USA.', ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France."", 'Department of Physiology, University of Pennsylvania School of Medicine, 3700 Hamilton Walk, Philadelphia, PA 19104-6085, USA.', 'Department of Physiology, University of Pennsylvania School of Medicine, 3700 Hamilton Walk, Philadelphia, PA 19104-6085, USA. Electronic address: lsweeney@mail.med.upenn.edu.', ""Structural Motility, Institut Curie, Centre de Recherche, Paris 75248, France; CNRS, UMR144, 26 rue d'Ulm, Cedex 05, Paris 75248, France. Electronic address: anne.houdusse@curie.fr.""]",TRUE,"['Actins', 'Adenosine Triphosphatases', 'Adenosine Triphosphate', 'Animals', 'Chickens', 'Crystallography, X-Ray', 'Hydrolysis', 'Models, Molecular', 'Motor Activity', 'Myosins', 'Phosphates', 'Protein Binding', 'Protein Conformation', 'Stress, Mechanical', 'Swine']",25936506,"[1] ""structural motility, institut curie, centre de recherche, paris 75248, france""                      
[2] ""cnrs, umr144, 26 rue d'ulm, cedex 05, paris 75248, france""                                          
[3] ""university of pennsylvania school of medicine, 3700 hamilton walk, philadelphia, pa 19104-6085, usa""
"
7,"['United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF']",10.1016/j.neubiorev.2015.04.007,"['Department of Psychology, Randolph-Macon College, Ashland, VA 23005, USA. Electronic address: klambert@rmc.edu.', 'Department of Neuroscience, The Ohio State University Wexner Medical Center, Columbus, OH 43210, USA.', 'Department of Psychiatry & Behavioral Sciences, Emory University School of Medicine, Atlanta, GA 30303, USA.', 'Department of Epidemiology, Columbia University, New York, NY 10032, USA.']",TRUE,"['Animals', 'Brain', 'Environment', 'Humans', 'Mental Disorders', 'Neurobiology', 'Urbanization']",25936504,"[1] ""randolph-macon college, ashland, va 23005, usa""                          
[2] ""the ohio state university wexner medical center, columbus, oh 43210, usa""
[3] ""emory university school of medicine, atlanta, ga 30303, usa""             
[4] ""columbia university, new york, ny 10032, usa""                            
"
8,"['Iran', 'Iran']","['BF', 'BF']",10.1016/j.ijbiomac.2015.04.049,"['Department of Food Science and Technology, Collage of Agricultural and Natural Resources, Ahvaz Branch, Islamic Azad University, Ahvaz, Iran.', 'Department of Food Science & Technology, Ramin Agricultural & Natural Resources University, Ahvaz, Iran. Electronic address: uniquehimlen@gmail.com.']",FALSE,"['Cordia', 'Plant Gums', 'Plant Leaves', 'Rheology', 'Shear Strength', 'Suspensions', 'Temperature', 'Thermodynamics', 'Viscosity']",25936501,"[1] ""collage of agricultural and natural resources, ahvaz branch, islamic azad university, ahvaz, iran""
[2] ""ramin agricultural & natural resources university, ahvaz, iran""                                   
"
9,"['Poland', 'Poland']","['BF', 'BF']",,"['Department of Family Medicine, Medical University of Gda\u0144sk, Poland.', 'Department of Internal Medicine, Connective Tissue Diseases and Geriatrics, Medical University of Gda\u0144sk, Poland.']",,"['Humans', 'Lupus Erythematosus, Systemic', 'Neuropsychological Tests', 'Surveys and Questionnaires']",25936499,"[1] ""medical university of gdańsk, poland""                                           
[2] ""connective tissue diseases and geriatrics, medical university of gdańsk, poland""
"
