,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['Portugal', 'Spain', 'Spain']","['BF', 'BF', 'BF']",10.1371/journal.pone.0122709,"['Centre of Agricultural Genomics and Biotechnology (CGBA) Universidade de Tr\xe1s-os-Montes e Alto Douro, Vila Real, Portugal; Universitat de Val\xeancia, Departamento de Bioqu\xedmica y Biolog\xeda Molecular y E.R.I. Biotecmed, Val\xe8ncia, Spain.', 'Universitat de Val\xeancia, Departamento de Gen\xe9tica y E.R.I. Biotecmed, Val\xe8ncia, Spain.', 'Universitat de Val\xeancia, Departamento de Bioqu\xedmica y Biolog\xeda Molecular y E.R.I. Biotecmed, Val\xe8ncia, Spain.', 'Centre of Agricultural Genomics and Biotechnology (CGBA) Universidade de Tr\xe1s-os-Montes e Alto Douro, Vila Real, Portugal.']",TRUE,"['Cluster Analysis', 'DNA, Fungal', 'Down-Regulation', 'Fermentation', 'Gene Expression Profiling', 'Genotype', 'Nitrogen', 'Phenotype', 'Polymerase Chain Reaction', 'Saccharomyces cerevisiae', 'Transcriptome', 'Up-Regulation', 'Wine']",25884705,"[1] ""centre of agricultural genomics and biotechnology (cgba) universidade de trás-os-montes e alto douro, vila real, portugal""
[2] ""universitat de valência, departamento de bioquímica y biología molecular y e.r.i. biotecmed, valència, spain""             
[3] ""universitat de valência, departamento de genética y e.r.i. biotecmed, valència, spain""                                    
"
1,"['Germany', 'Germany']","['BF', 'BF']",10.1186/s13014-015-0368-x,"['Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. robert.foerster@med.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. christian.eisele@med.uni-heidelberg.de.', 'Department of Medical Biometry, University Hospital Heidelberg, Im Neuenheimer Feld 305, 69120, Heidelberg, Germany. bruckner@imbi.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. tilmann.bostel@med.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. ingmar.schlampp@med.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. robert.wolf@med.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. juergen.debus@med.uni-heidelberg.de.', 'Department of Radiation Oncology, University Hospital Heidelberg, Im Neuenheimer Feld 400, 69120, Heidelberg, Germany. harald.rief@med.uni-heidelberg.de.']",TRUE,"['Adult', 'Aged', 'Aged, 80 and over', 'Biomarkers, Tumor', 'Bone Density', 'Bone Neoplasms', 'Breast Neoplasms', 'Carcinoma, Ductal, Breast', 'Carcinoma, Lobular', 'Female', 'Follow-Up Studies', 'Humans', 'Middle Aged', 'Neoplasm Staging', 'Prognosis', 'Radiotherapy Dosage', 'Retrospective Studies', 'Spinal Neoplasms', 'Tomography, X-Ray Computed']",25884703,"[1] ""university hospital heidelberg, im neuenheimer feld 400, 69120, heidelberg, germany""
[2] ""university hospital heidelberg, im neuenheimer feld 305, 69120, heidelberg, germany""
"
2,"['China', 'United Kingdom', 'Sweden', 'Sweden', 'Sweden', 'China', 'China', 'Sweden']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1186/s40360-015-0009-x,"['Center for Health Management and Policy, Key Lab of Health Economics and Policy Research of Ministry of Health, Shandong University, 250012, Jinan, Shandong, China. qiangs@sdu.edu.cn.', 'Medical Education Centre, North Devon District Hospital, Raleigh Park, Barnstaple, Devon, EX31 4JB, UK. oliver.dyar@ki.se.', 'Center for Health Management and Policy, Key Lab of Health Economics and Policy Research of Ministry of Health, Shandong University, 250012, Jinan, Shandong, China. zlb_0619@126.com.', 'Department of Public Health Sciences, Department of Learning, Informatics, Management, Tomtebodav\xe4gen\xa018 A; Medical Management Centre (MMC), Ethics Karolinska\xa0Institutet, 171 77, Stockholm, Sweden. Goran.Tomson@ki.se.', 'Department of Clinical and Experimental Medicine, Clinical Microbiology, Faculty of Health Sciences, Link\xf6ping University, 581 85, Link\xf6ping, Sweden. lennart.e.nilsson@liu.se.', 'Antibiotics and Infection Control Unit, Public Health Agency of Sweden, 17182, Solna, Sweden. malin.grape@folkhalsomyndigheten.se.', 'School of Public Health, Shandong University, Jinan, Shandong, 250012, China. yysong@sdu.edu.cn.', 'Jinan Central Hospital, Jinan, Shandong, 250013, China. yinxiao@medmail.com.cn.', 'Department of Public Health Sciences, Global Health (IHCAR), Tomtebodav\xe4gen\xa018 A, Karolinska Institutet, 1771 77, Stockholm, Sweden. Cecilia.Stalsby.Lundborg@ki.se.']",TRUE,"['Adult', 'Anti-Bacterial Agents', 'China', 'Common Cold', 'Female', 'Health Knowledge, Attitudes, Practice', 'Humans', 'Male', 'Middle Aged', ""Practice Patterns, Physicians'"", 'Prescription Drug Overuse', 'Rural Population']",25884702,"[1] ""center for health management and policy, key lab of health economics and policy research of ministry of health, shandong university, 250012, jinan, shandong, china""
[2] ""medical education centre, north devon district hospital, raleigh park, barnstaple, devon, ex31 4jb, uk""                                                             
[3] ""informatics, management, tomtebodavägen 18 a""                                                                                                                       
[4] ""medical management centre (mmc), ethics karolinska institutet, 171 77, stockholm, sweden""                                                                           
[5] ""clinical microbiology, faculty of health sciences, linköping university, 581 85, linköping, sweden""                                                                 
[6] ""antibiotics and infection control unit, public health agency of sweden, 17182, solna, sweden""                                                                       
[7] ""school of public health, shandong university, jinan, shandong, 250012, china""                                                                                       
[8] ""jinan central hospital, jinan, shandong, 250013, china""                                                                                                             
[9] ""global health (ihcar), tomtebodavägen 18 a, karolinska institutet, 1771 77, stockholm, sweden""                                                                      
"
3,"['Netherlands', 'Netherlands', 'Netherlands']","['BF', 'BF', 'BF']",10.1186/s12967-015-0469-1,"['Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. h.damhofer@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. e.a.ebbing@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. a.steins@amc.uva.nl.', 'Department of Surgery, Leiden University Medical Center, Albinusdreef 2, Leiden, ZA, 2333, The Netherlands. L.Welling@lumc.nl.', 'Department of Surgery, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. j.tol@amc.uva.nl.', 'Department of Gastroenterology and Hepatology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. k.k.krishnadath@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. t.vanleusden@amc.uva.nl.', 'Department of Pathology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. m.j.vandevijver@amc.uva.nl.', 'Department of Surgery, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. m.g.besselink@amc.uva.nl.', 'Department of Surgery, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. o.r.busch@amc.uva.nl.', 'Department of Surgery, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. m.i.vanbergehenegouwen@amc.uva.nl.', 'Department of Radiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. o.m.vandelden@amc.uva.nl.', 'Department of Pathology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. s.l.meijer@amc.uva.nl.', 'Department of Pathology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. f.dijk@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. j.p.medema@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. h.vanlaarhoven@amc.uva.nl.', 'Department of Medical Oncology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. h.vanlaarhoven@amc.uva.nl.', 'Laboratory for Experimental Oncology and Radiobiology, Academic Medical Center, Meibergdreef 9, Amsterdam, AZ, 1105, The Netherlands. m.f.bijlsma@amc.uva.nl.']",TRUE,"['Aged', 'Animals', 'Cell Line, Tumor', 'Digestive System Neoplasms', 'Female', 'Genes, Reporter', 'Hedgehog Proteins', 'Humans', 'Ligands', 'Male', 'Mice', 'Middle Aged', 'Paracrine Communication', 'Signal Transduction', 'Stromal Cells', 'Tissue Banks', 'Upper Gastrointestinal Tract', 'Xenograft Model Antitumor Assays']",25884700,"[1] ""laboratory for experimental oncology and radiobiology, academic medical center, meibergdreef 9, amsterdam, az, 1105, the netherlands""
[2] ""leiden university medical center, albinusdreef 2, leiden, za, 2333, the netherlands""                                                 
[3] ""academic medical center, meibergdreef 9, amsterdam, az, 1105, the netherlands""                                                       
"
4,"['United States', 'United States', 'United States']","['BF', 'BF', 'BF']",10.1186/s12960-015-0006-6,"['EnCompass LLC, 7200 Wisconsin Ave., Bethesda, MD, 20814, USA. ssmith@urc-chs.com.', 'University Research Co, LLC, 7200 Wisconsin Ave., Bethesda, MD, 20814, USA. kfatta@urc-chs.com.', 'University Research Co, LLC, 7200 Wisconsin Ave., Bethesda, MD, 20814, USA. kethier@urc-chs.com.', 'University Research Co, LLC, 7200 Wisconsin Ave., Bethesda, MD, 20814, USA. rshrestha@urc-chs.com.']",TRUE,"['Community Health Planning', 'Community Health Services', 'Community Health Workers', 'Community Networks', 'Delivery of Health Care', 'Ethiopia', 'Female', 'HIV Infections', 'Humans', 'Male', 'Maternal Health Services', 'Pregnancy', 'Pregnancy Complications', 'Residence Characteristics', 'Tanzania', 'Workforce']",25884699,"[1] ""encompass llc, 7200 wisconsin ave""              
[2] "" bethesda, md, 20814, usa""                      
[3] ""university research co, llc, 7200 wisconsin ave""
"
5,['China'],['BF'],10.1186/s12905-015-0192-3,"[""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. 13479111177@163.com."", ""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. 314677548@qq.com."", ""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. 64824815@qq.com."", ""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. 498377843@qq.com."", ""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. 84991794@qq.com."", ""Department of Endocrinology and Metabolism, Nanchang Key Laboratory of Diabetes, The Third Hospital of Nanchang/The Affiliated Nanchang Hospital of Southern Medical University, NO.2, South Xiangshan road, Nanchang city, Xihu District, Jiangxi province, 330009, People's Republic of China. tuping8877@126.com.""]",TRUE,"['Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Asian Continental Ancestry Group', 'China', 'Female', 'Humans', 'Menarche', 'Menopause', 'Middle Aged', 'Osteoprotegerin', 'Polymorphism, Single Nucleotide', 'RANK Ligand', 'Receptor Activator of Nuclear Factor-kappa B', ""Women's Health""]",25884698,"[1] ""nanchang key laboratory of diabetes, the third hospital of nanchang/the affiliated nanchang hospital of southern medical university, no2, south xiangshan road, nanchang city, xihu district, jiangxi province, 330009, people's republic of china""
"
6,"['Germany', 'Germany']","['BF', 'BF']",10.1186/s12888-015-0436-7,"['Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. christoph.born@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. larissa.fontaine@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. bwinter@tridoc-consulting.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. norbert.mueller@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. aschaub@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. clemens.fruestueck@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. cornelius.schuele@med.uni-muenchen.de.', 'Schoen-Klinik Roseneck, Prien am Chiemsee, Germany. uvoderholzer@schoen-kliniken.de.', 'Schoen-Klinik Roseneck, Prien am Chiemsee, Germany. ucuntz@schoen-kliniken.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. peter.falkai@med.uni-muenchen.de.', 'Department of Psychiatry, Ludwig Maximilians-University, Nussbaumstrasse. 7, 80336, Munich, Germany. eva.meisenzahl@med.uni-muenchen.de.']",TRUE,"['Adult', 'Anorexia Nervosa', 'Body Mass Index', 'Critical Care', 'Enteral Nutrition', 'Female', 'Hospitalization', 'Humans', 'Intensive Care Units', 'Male', 'Prospective Studies', 'Retrospective Studies', 'Treatment Outcome', 'Weight Gain']",25884697,"[1] ""ludwig maximilians-university, nussbaumstrasse""    
[2] "" 80336, munich, germany""                           
[3] ""schoen-klinik roseneck, prien am chiemsee, germany""
"
7,"['Canada', 'United States', 'United States', 'Australia', 'Canada']","['BF', 'BF', 'BF', 'BF', 'BF']",10.1186/s13012-015-0208-2,"['Faculty of Nursing, University of Alberta, Edmonton, AB, Canada. salesann@umich.edu.', 'Center for Clinical Management Research, VA Ann Arbor Healthcare System, Division of Nursing Business and Health Systems, School of Nursing, University of Michigan, 400 N. Ingalls Street, Ann Arbor, MI, 48109-5482, USA. salesann@umich.edu.', 'Faculty of Nursing, University of Alberta, Edmonton, AB, Canada. kdfraser@ualberta.ca.', 'Faculty of Nursing, University of Alberta, Edmonton, AB, Canada. melba.baylon@ualberta.ca.', 'Faculty of Nursing, University of Alberta, Edmonton, AB, Canada. hannah.orourke@ualberta.ca.', 'Faculty of Nursing, University of Alberta, Edmonton, AB, Canada. gloria.gao@ualberta.ca.', 'Faculty of Nursing, Deakin University, Melbourne, VIC, Australia. tracey.bucknall@deakin.edu.au.', ""Shepherd's Care Foundation, Edmonton, AB, Canada. smaisey@shepherdshealth.org.""]",TRUE,"['Feedback', 'Humans', 'Long-Term Care', 'Program Evaluation', 'Quality Improvement', 'Quality of Health Care', 'Surveys and Questionnaires']",25884696,"[1] ""faculty of nursing, university of alberta, edmonton, ab, canada""                                                          
[2] ""center for clinical management research, va ann arbor healthcare system, school of nursing, university of michigan, 400 n""
[3] ""ingalls street, ann arbor, mi, 48109-5482, usa""                                                                           
[4] ""faculty of nursing, deakin university, melbourne, vic, australia""                                                         
[5] ""shepherd's care foundation, edmonton, ab, canada""                                                                         
"
8,"['China', 'China']","['BF', 'BF']",10.1186/s12938-015-0020-x,"['School of Biomedical Engineering, Capital Medical University, Beijing, China. gemingwu@ccmu.edu.cn.', 'Liver Research Center, Beijing Friendship Hospital, Capital Medical University, Beijing, China. zhao_xinyan@ccmu.edu.cn.', 'School of Biomedical Engineering, Capital Medical University, Beijing, China. 15611828928@163.com.', 'School of Biomedical Engineering, Capital Medical University, Beijing, China. shl@ccmu.edu.cn.']",TRUE,"['Algorithms', 'Animals', 'Cluster Analysis', 'Color', 'Image Processing, Computer-Assisted', 'Liver', 'Liver Cirrhosis', 'Rats', 'Rats, Wistar', 'Staining and Labeling', 'Time Factors']",25884695,"[1] ""school of biomedical engineering, capital medical university, beijing, china""                  
[2] ""liver research center, beijing friendship hospital, capital medical university, beijing, china""
"
9,['Japan'],['BF'],10.1186/s12957-015-0507-8,"['Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. drnoji@med.hokudai.ac.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. tsuchi-t@med.hokudai.ac.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. tmk_goovibes@yahoo.co.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. keisukeo@qb4.so-net.ne.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. torunakamura@med.hokudai.ac.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. etamoto1970@yahoo.co.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. shichino@med.hokudai.ac.jp.', 'Department of Gastroenterological Surgery II, Hokkaido University Graduate School of Medicine, Kita 15 Nishi 7, Kita-ku, Sapporo, Hokkaido, 0608638, Japan. satto@med.hokudai.ac.jp.']",TRUE,"['Aged', 'Aged, 80 and over', 'Bile Duct Neoplasms', 'Bile Ducts, Extrahepatic', 'Bile Ducts, Intrahepatic', 'Cholangiocarcinoma', 'Feasibility Studies', 'Female', 'Follow-Up Studies', 'Gallbladder Neoplasms', 'Humans', 'Liver Neoplasms', 'Lymphatic Metastasis', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local', 'Neoplasm Staging', 'Prognosis', 'Retrospective Studies', 'Survival Rate']",25884694,"[1] ""hokkaido university graduate school of medicine, kita 15 nishi 7, kita-ku, sapporo, hokkaido, 0608638, japan""
"
