,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['United States', 'United States']","['BF', 'BF']",10.1021/acs.jmedchem.5b01345,"['Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.', 'Department of Discovery Chemistry, \u2021Chemistry Modeling, and Informatics, \xa7In Vitro Pharmacology, \u2225In Vivo Pharmacology, \u22a5Pharmacokinetics, Pharmacodynamics, and Drug Metabolism, #Basic Pharmaceutical Sciences, and \u25cbAtherosclerosis, Merck & Co., Inc. , 2000 Galloping Hill Road, Kenilworth, New Jersey 07033, United States.']",FALSE,"['Animals', 'Diacylglycerol O-Acyltransferase', 'Drug Discovery', 'Enzyme Inhibitors', 'Humans', 'Isoquinolines', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Triglycerides']",26561979,"[1] ""‡chemistry modeling, and informatics, §in vitro pharmacology, ∥in vivo pharmacology, ⊥pharmacokinetics, pharmacodynamics, and drug metabolism, #basic pharmaceutical sciences, and ○atherosclerosis, merck & co, inc""
[2] "" 2000 galloping hill road, kenilworth, new jersey 07033, united states""                                                                                                                                              
"
1,"['South Korea', 'South Korea']","['BF', 'BF']",10.1021/acs.jproteome.5b00553,"['Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.', 'Department of Biomedical Engineering, \u2021Surgery and Cancer Research Institute, and \xa7Department of Pathology, Seoul National University College of Medicine , 28 Yongon-Dong, Seoul 110-799 Korea.', 'Department of Statistics and \u22a5Interdisciplinary Program in Bioinformatics, Seoul National University , Daehak-dong, Seoul 151-742, Korea.']",FALSE,"['Adult', 'Aged', 'Biomarkers, Tumor', 'Blood Proteins', 'Case-Control Studies', 'Chromatography, High Pressure Liquid', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neoplasms, Cystic, Mucinous, and Serous', 'Pancreatic Neoplasms', 'ROC Curve']",26561977,"[1] ""‡surgery and cancer research institute, seoul national university college of medicine , 28 yongon-dong, seoul 110-799 korea""
[2] ""seoul national university , daehak-dong, seoul 151-742, korea""                                                              
"
2,['Switzerland'],['BF'],10.1068/p7910,"['Neuropsychology Unit, Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091 Zurich, Switzerland peter.brugger@usz.ch.', 'Neuropsychology Unit, Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091 Zurich, Switzerland.']",FALSE,"['Adult', 'Arm', 'Female', 'Humans', 'Illusions', 'Male', 'Middle Aged', 'Motion Perception', 'Touch Perception']",26561974,"[1] ""neuropsychology unit, university hospital zurich, frauenklinikstrasse 26, 8091 zurich, switzerland""
"
3,"['United Arab Emirates', 'United Kingdom']","['GA', 'BF']",10.1068/p7885,"['Department of Psychology, Zayed University, Dubai, UAE timothy.jordan@zu.ac.ae.', 'Department of Psychology, Zayed University, Dubai, UAE.', 'Department of Psychology, Zayed University, Dubai, UAE.', 'School of Psychology, University of Leicester, Leicester LE1 9HN, UK.']",TRUE,"['Adult', 'Humans', 'Illusions', 'Pattern Recognition, Visual', 'Reading']",26561973,"[1] ""zayed university, dubai, uae""                                        
[2] ""school of psychology, university of leicester, leicester le1 9hn, uk""
"
4,"['Japan', 'Japan', 'Japan', 'Japan']","['BF', 'BF', 'BF', 'BF']",10.1068/p7753,"['Department of Psychology, Graduate School of Humanities and Sociology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan National Institute of Advanced Industrial Science and Technology (AIST), Japan Japan Society for the Promotion of Science skanaya@l.u-tokyo.ac.jp.', 'National Institute of Advanced Industrial Science and Technology (AIST), Japan.', 'NTT Communication Science Laboratories, NTT Corporation, Japan.', 'NTT Communication Science Laboratories, NTT Corporation, Japan.', 'Department of Psychology, Graduate School of Humanities and Sociology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan.']",FALSE,"['Adult', 'Auditory Perception', 'Discrimination (Psychology)', 'Humans', 'Psychomotor Performance', 'Space Perception', 'Time Perception', 'Visual Perception', 'Young Adult']",26561972,"[1] ""graduate school of humanities and sociology, the university of tokyo, 7-3-1 hongo, bunkyo-ku, tokyo, 113-0033, japan national institute of advanced industrial science and technology (aist), japan japan society for the promotion of science""
[2] ""national institute of advanced industrial science and technology (aist), japan""                                                                                                                                                                
[3] ""ntt communication science laboratories, ntt corporation, japan""                                                                                                                                                                                
[4] ""graduate school of humanities and sociology, the university of tokyo, 7-3-1 hongo, bunkyo-ku, tokyo, 113-0033, japan""                                                                                                                          
"
5,"['Denmark', 'Denmark', 'Denmark']","['BF', 'BF', 'BF']",10.1068/p7688,"['Center for Semiotics, Aarhus University, Aarhus, Denmark rhn@dac.au.dk.', 'Center of Functionally Integrative Neuroscience (CFIN), Aarhus University, Aarhus, Denmark The Royal Academy of Music, Aarhus, Denmark.', 'Center for Semiotics, Aarhus University, Aarhus, Denmark Center of Functionally Integrative Neuroscience (CFIN), Aarhus University, Aarhus, Denmark.']",FALSE,"['Adult', 'Auditory Perception', 'Female', 'Humans', 'Male', 'Motion Perception', 'Space Perception', 'Young Adult']",26561971,"[1] ""center for semiotics, aarhus university, aarhus, denmark""                                                                                           
[2] ""center of functionally integrative neuroscience (cfin), aarhus university, aarhus, denmark the royal academy of music, aarhus, denmark""             
[3] ""center for semiotics, aarhus university, aarhus, denmark center of functionally integrative neuroscience (cfin), aarhus university, aarhus, denmark""
"
6,"['Australia', 'Australia']","['BF', 'BF']",10.1068/p7699,"['The Neuroscience and Aphasia Research Unit (NARU), School of Psychological Sciences, University of Manchester, UK Perception in Action Research Centre and Department of Cognitive Science, Faculty of Human Sciences, Macquarie University, Australia roccochiou@gmail.com.', 'Perception in Action Research Centre and Department of Cognitive Science, Faculty of Human Sciences, Macquarie University, Australia ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Australia anina.rich@mq.edu.au.']",FALSE,"['Adult', 'Attention', 'Cues', 'Female', 'Humans', 'Male', 'Orientation, Spatial', 'Pitch Perception', 'Space Perception', 'Volition', 'Young Adult']",26561970,"[1] ""the neuroscience and aphasia research unit (naru), school of psychological sciences, university of manchester, faculty of human sciences, macquarie university, australia""
[2] ""faculty of human sciences, macquarie university, australia arc centre of excellence in cognition and its disorders, macquarie university, australia""                      
"
7,"['Switzerland', 'Germany', 'Germany']","['BF', 'BF', 'BF']",10.1068/p7780,"['Collegium Helveticum, ETH Z\xfcrich, Schmelzbergstrasse 25, 8092 Z\xfcrich, Switzerland j_wernery@gmx.ch.', 'Collegium Helveticum, ETH Z\xfcrich, Schmelzbergstrasse 25, 8092 Z\xfcrich, Switzerland.', 'Institute for Frontier Areas of Psychology and Mental Health, Wilhelmstra\xdfe 3a, 79098 Freiburg, Germany University Eye-Hospital, Kilianstrasse 5, 79106 Freiburg, Germany.', 'Collegium Helveticum, ETH Z\xfcrich, Schmelzbergstrasse 25, 8092 Z\xfcrich, Switzerland.', 'Collegium Helveticum, ETH Z\xfcrich, Schmelzbergstrasse 25, 8092 Z\xfcrich, Switzerland.', 'Institute for Frontier Areas of Psychology and Mental Health, Wilhelmstra\xdfe 3a, 79098 Freiburg, Germany.']",FALSE,"['Adult', 'Attention', 'Auditory Perception', 'Humans', 'Space Perception', 'Visual Perception']",26561969,"[1] ""collegium helveticum, eth zürich, schmelzbergstrasse 25, 8092 zürich, switzerland""                                                                                        
[2] ""institute for frontier areas of psychology and mental health, wilhelmstraße 3a, 79098 freiburg, germany university eye-hospital, kilianstrasse 5, 79106 freiburg, germany""
[3] ""institute for frontier areas of psychology and mental health, wilhelmstraße 3a, 79098 freiburg, germany""                                                                  
"
8,['Australia'],['BF'],10.1068/p7779,"['Department of Psychology, Macquarie University, Sydney, NSW 2109, Australia kevin.brooks@mq.edu.au.', 'Department of Psychology, Macquarie University, Sydney, NSW 2109, Australia.']",FALSE,"['Adult', 'Automobile Driving', 'Depth Perception', 'Female', 'Humans', 'Male', 'Motion Perception', 'Psychomotor Performance', 'Young Adult']",26561968,"[1] ""macquarie university, sydney, nsw 2109, australia""
"
9,"['United States', 'United States', 'United States']","['BF', 'BF', 'BF']",10.1068/p7737,"['Department of Psychology, Division of Behavioral and Organizational Sciences, Claremont Graduate University, 150 E 10th St, Claremont, CA 91711, USA Systems Technology, Inc., Hawthorne, CA, USA george.d.park@gmail.com.', 'Department of Psychology, Division of Behavioral and Organizational Sciences, Claremont Graduate University, 150 E 10th St, Claremont, CA 91711, USA Department of Psychology, Claremont McKenna College, Claremont, CA, USA.']",FALSE,"['Adolescent', 'Adult', 'Attention', 'Automobile Driving', 'Female', 'Humans', 'Male', 'Psychomotor Performance', 'Visual Fields', 'Visual Perception', 'Young Adult']",26561967,"[1] ""claremont graduate university, 150 e 10th st, claremont, ca 91711, usa systems technology, inc""                  
[2] "" hawthorne, ca, usa""                                                                                             
[3] ""claremont graduate university, 150 e 10th st, claremont, ca 91711, claremont mckenna college, claremont, ca, usa""
"
