,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,['United States'],['BF'],10.1016/j.amjcard.2015.09.013,"['Pittsburgh, PA.']",FALSE,"['Algorithms', 'Biomedical Research', 'Data Interpretation, Statistical', 'Humans']",26454811,"[1] ""pittsburgh, pa""
"
1,"['United States', 'United States']","['BF', 'BF']",10.1016/j.acra.2015.08.024,"['Department of Radiology, Memorial Sloan Kettering Cancer Center, New York, NY, USA. Electronic address: juluruk@mskcc.org.', 'Russell H. Morgan Department of Radiology and Radiological Science, Johns Hopkins University School of Medicine, Baltimore, MD, USA.']",FALSE,"['Data Collection', 'Data Interpretation, Statistical', 'Guidelines as Topic', 'Humans', 'Research Design', 'Software']",26454810,"[1] ""memorial sloan kettering cancer center, new york, ny, usa""      
[2] ""johns hopkins university school of medicine, baltimore, md, usa""
"
2,['Belgium'],['BF'],10.1016/j.ejogrb.2015.09.030,"['Department of Gynaecology and Gynaecological Oncology, AZ Sint-Jan Hospital, Bruges, Belgium.', 'Department of Gynaecology and Gynaecological Oncology, AZ Sint-Jan Hospital, Bruges, Belgium. Electronic address: p.vantrappen@hotmail.com.']",FALSE,"['Adult', 'Aged', 'Blood Loss, Surgical', 'Female', 'Humans', 'Hysterectomy', 'Learning Curve', 'Leiomyoma', 'Length of Stay', 'Middle Aged', 'Operative Time', 'Retrospective Studies', 'Robotic Surgical Procedures', 'Treatment Outcome', 'Uterine Neoplasms']",26454809,"[1] ""az sint-jan hospital, bruges, belgium""
"
3,"['India', 'India', 'India']","['BF', 'BF', 'BF']",10.1016/j.ajp.2015.09.008,"['Department of Psychiatry, PGIMER, Dr. RML Hospital, New Delhi, India. Electronic address: drrahul.saha19@gmail.com.', 'Department of Psychiatry, PGI, Chandigarh, India. Electronic address: shubhmohan@gmail.com.', 'Department of Psychiatry, KGMU, Lucknow, UP, India. Electronic address: an.kgmu@gmail.com.']",FALSE,"['Behavioral Symptoms', 'Benzodiazepines', 'Catatonia', 'Diagnosis, Differential', 'Fluoxetine', 'Humans', 'Intellectual Disability', 'Intelligence Tests', 'Male', 'Obsessive Behavior', 'Olanzapine', 'Psychiatric Status Rating Scales', 'Serotonin Uptake Inhibitors', 'Treatment Outcome', 'Young Adult']",26454808,"[1] ""pgimer, dr""                     ""rml hospital, new delhi, india""
[3] ""pgi, chandigarh, india""         ""kgmu, lucknow, up, india""      
"
4,"['Thailand', 'Thailand', 'Thailand']","['BF', 'BF', 'BF']",10.1016/j.carpath.2015.09.004,"['Department of Forensic Medicine, Chonburi Hospital, Chonburi, Thailand.', 'Department of Forensic Medicine, Faculty of Medicine, Siriraj Hospital, Mahidol University, Bangkok, Thailand.', 'Department of Pathology, Faculty of Medicine, Chiang Mai University, Chiang Mai, Thailand. Electronic address: slekawan@hotmail.com.']",FALSE,"['Accidents, Traffic', 'Aneurysm, Dissecting', 'Coronary Aneurysm', 'Coronary Vessels', 'Fatal Outcome', 'Humans', 'Male', 'Myocardial Infarction', 'Thoracic Injuries', 'Young Adult']",26454807,"[1] ""chonburi hospital, chonburi, thailand""                                       
[2] ""faculty of medicine, siriraj hospital, mahidol university, bangkok, thailand""
[3] ""faculty of medicine, chiang mai university, chiang mai, thailand""            
"
5,"['Italy', 'United States', 'Italy', 'Italy']","['BF', 'BF', 'BF', 'BF']",10.1016/j.carpath.2015.09.003,"['Pediatric and Congenital Cardiac Surgery Unit, Dept of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', ""Pediatric Cardiovascular Surgery Unit, Miami Children's Hospital 3100 SW 62nd Ave, Miami, FL 33155, USA)."", 'Cardiovascular Pathology Unit, Dept. of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', 'Cardiovascular Pathology Unit, Dept. of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', ""Pediatric Cardiology Unit, Departments of Women's and Children's Health, University of Padua Via Giustiniani 2, 35100 Padua, Italy."", 'Pediatric and Congenital Cardiac Surgery Unit, Dept of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', 'Cardiovascular Pathology Unit, Dept. of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', 'Pediatric and Congenital Cardiac Surgery Unit, Dept of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy.', 'Pediatric and Congenital Cardiac Surgery Unit, Dept of Cardiac, Thoracic and Vascular Sciences, University of Padua Via Giustiniani 2, 35100 Padua, Italy. Electronic address: massimo.padalino@unipd.it.']",FALSE,"['Animals', 'Extracellular Matrix', 'Fatal Outcome', 'Follow-Up Studies', 'Heart Valve Prosthesis Implantation', 'Heart Ventricles', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Mitral Valve', 'Swine', 'Tissue Scaffolds']",26454806,"[1] ""pediatric and congenital cardiac surgery unit, dept of cardiac, thoracic and vascular sciences, university of padua via giustiniani 2, 35100 padua, italy""
[2] ""pediatric cardiovascular surgery unit, miami children's hospital 3100 sw 62nd ave, miami, fl 33155, usa""                                                  
[3] ""cardiovascular pathology unit, dept""                                                                                                                      
[4] ""of cardiac, thoracic and vascular sciences, university of padua via giustiniani 2, 35100 padua, italy""                                                    
[5] ""pediatric cardiology unit, university of padua via giustiniani 2, 35100 padua, italy""                                                                     
"
6,['Colombia'],['BF'],10.1016/j.jash.2015.08.011,"['Grupo de Investigaci\xf3n en Farmacoepidemiolog\xeda y Farmacovigilancia, Universidad Tecnol\xf3gica de Pereira-Audifarma S.A, Pereira, Colombia.', 'Grupo de Investigaci\xf3n en Farmacoepidemiolog\xeda y Farmacovigilancia, Universidad Tecnol\xf3gica de Pereira-Audifarma S.A, Pereira, Colombia.', 'Grupo de Investigaci\xf3n en Farmacoepidemiolog\xeda y Farmacovigilancia, Universidad Tecnol\xf3gica de Pereira-Audifarma S.A, Pereira, Colombia.', 'Grupo de Investigaci\xf3n en Farmacoepidemiolog\xeda y Farmacovigilancia, Universidad Tecnol\xf3gica de Pereira-Audifarma S.A, Pereira, Colombia. Electronic address: machado@utp.edu.co.']",FALSE,"['Adult', 'Aged', 'Antihypertensive Agents', 'Cohort Studies', 'Colombia', 'Confidence Intervals', 'Drug Utilization', 'Female', 'Follow-Up Studies', 'Humans', 'Hypertension', 'Logistic Models', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Odds Ratio', 'Patient Satisfaction', ""Practice Patterns, Physicians'"", 'Quality of Life', 'Retrospective Studies', 'Risk Assessment', 'Severity of Illness Index', 'Treatment Outcome']",26454799,"[1] ""grupo de investigación en farmacoepidemiología y farmacovigilancia, universidad tecnológica de pereira-audifarma s.a, pereira, colombia""
"
7,"['Canada', 'United States', 'Canada', 'Canada']","['BF', 'BF', 'BF', 'BF']",10.1016/j.prevetmed.2015.09.004,"['Department of Population Medicine, University of Guelph, Ontario N1G 2W1, Canada.', 'Department of Veterinary Population Medicine, University of Minnesota, St. Paul, MN 55108, USA.', 'Department of Animal and Poultry Science, University of Guelph, Ontario NIG 2W1, Canada.', 'Veterinary Science and Policy Group, Ontario Ministry of Agriculture and Food (OMAF), Ontario NOB 1S0 Canada.', 'Department of Population Medicine, University of Guelph, Ontario N1G 2W1, Canada.', 'Department of Population Medicine, University of Guelph, Ontario N1G 2W1, Canada. Electronic address: dkelton@uoguelph.ca.']",FALSE,"['Animals', 'Cattle', 'Cattle Diseases', 'Cross-Sectional Studies', 'Dairying', 'Enzyme-Linked Immunosorbent Assay', 'Models, Theoretical', 'Ontario', 'Organic Agriculture', 'Paratuberculosis', 'Prevalence', 'Risk Factors']",26454797,"[1] ""university of guelph, ontario n1g 2w1, canada""                                                               
[2] ""university of minnesota, st paul, mn 55108, usa""                                                             
[3] ""university of guelph, ontario nig 2w1, canada""                                                               
[4] ""veterinary science and policy group, ontario ministry of agriculture and food (omaf), ontario nob 1s0 canada""
"
8,['China'],['BF'],10.1016/j.jchromb.2015.09.030,"['The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China.', 'The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China.', 'The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China.', 'The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China.', 'The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China. Electronic address: zmt0417@hotmail.com.']",FALSE,"['Aniline Compounds', 'Animals', 'Chromatography, Liquid', 'Limit of Detection', 'Nitriles', 'Quinolines', 'Rats', 'Reference Standards', 'Reproducibility of Results', 'Tandem Mass Spectrometry']",26454795,"[1] ""the first affiliated hospital of wenzhou medical university, wenzhou 325000, china""
"
9,"['United States', 'United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF', 'BF']",10.1016/j.envres.2015.09.026,"['Department of Environmental Health Sciences, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA.', 'Department of Environmental Sciences & Engineering, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, NC, USA.', 'Department of Epidemiology, Gillings School of Global Public Health University of North Carolina at Chapel Hill, NC, USA.', 'Department of Environmental Sciences & Engineering, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, NC, USA.', 'Department of Epidemiology, Gillings School of Global Public Health University of North Carolina at Chapel Hill, NC, USA.', 'Department of Environmental Health Sciences, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA; Johns Hopkins Center for a Livable Future, Johns Hopkins University, Baltimore, MD, USA.', 'Rural Empowerment Association for Community Help (REACH), Warsaw, NC, USA.', 'Department of Environmental Health Sciences, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA; Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA. Electronic address: cheaney1@jhu.edu.']",TRUE,"['Air Microbiology', 'Animal Husbandry', 'Animals', 'Bacteroidetes', 'Biomarkers', 'Carrier State', 'DNA, Bacterial', 'Feces', 'Genes, Bacterial', 'Humans', 'Livestock', 'Methicillin-Resistant Staphylococcus aureus', 'Nasal Mucosa', 'North Carolina', 'Occupational Exposure', 'Polymerase Chain Reaction', 'Staphylococcal Infections', 'Staphylococcus aureus', 'Swine', 'Zoonoses']",26454792,"[1] ""johns hopkins bloomberg school of public health, baltimore, md, usa""                          
[2] ""gillings school of global public health, university of north carolina at chapel hill, nc, usa""
[3] ""gillings school of global public health university of north carolina at chapel hill, nc, usa"" 
[4] ""johns hopkins center for a livable future, johns hopkins university, baltimore, md, usa""      
[5] ""rural empowerment association for community help (reach), warsaw, nc, usa""                    
"
