,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,['United States'],['BF'],10.1111/bjh.13304,"['Department of Cancer Biology, Mayo Clinic, Jacksonville, FL, USA.']",TRUE,"['Apoptosis', 'Cell Line, Tumor', 'Cell Survival', 'Cluster Analysis', 'Endoplasmic Reticulum Stress', 'Enzyme Activation', 'Gene Expression Profiling', 'Gene Regulatory Networks', 'Humans', 'Ligases', 'Membrane Potential, Mitochondrial', 'Models, Molecular', 'Molecular Conformation', 'NF-kappa B', 'Piperidones', 'Protease Inhibitors', 'Proteasome Endopeptidase Complex', 'Protein Transport', 'Proteolysis', 'Signal Transduction', 'Stress, Physiological', 'Ubiquitin Thiolesterase', 'Ubiquitination', 'Waldenstrom Macroglobulinemia']",25691154,"[1] ""mayo clinic, jacksonville, fl, usa""
"
1,"['Japan', 'Japan', 'Japan', 'Japan']","['BF', 'BF', 'BF', 'BF']",10.1007/s12031-015-0501-1,"['Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Exercise and Sports Physiology, Hoshi University School of Pharmacy and Pharmaceutical Science, Shinagawa-ku, Tokyo, 142-8555, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Nutrition, Faculty of Health Care, Kiryu University, Gunma, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Physiology, School of Medicine, University of Occupational and Environmental Health, Kitakyushu, Japan.', 'Department of Physiology, School of Medicine, University of Occupational and Environmental Health, Kitakyushu, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan.', 'Department of Anatomy, Showa University School of Medicine, 1-5-8 Hatanodai, Shinagawa-ku, Tokyo, Japan. shioda@med.showa-u.ac.jp.']",FALSE,"['Animals', 'Corticotropin-Releasing Hormone', 'Feeding Behavior', 'Hypothalamus', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Neurons', 'Neuropeptides', 'Synapses']",25691152,"[1] ""showa university school of medicine, 1-5-8 hatanodai, shinagawa-ku, tokyo, japan""                    
[2] ""hoshi university school of pharmacy and pharmaceutical science, shinagawa-ku, tokyo, 142-8555, japan""
[3] ""faculty of health care, kiryu university, gunma, japan""                                              
[4] ""school of medicine, university of occupational and environmental health, kitakyushu, japan""          
"
2,['Canada'],['BF'],10.1007/s10964-015-0262-8,"['Department of Psychology, Brock University, St. Catharines, ON, L2S 3A1, Canada, tina.brook@brocku.ca.']",FALSE,"['Adolescent', 'Adult', 'Anxiety', 'Educational Status', 'Female', 'Humans', 'Interpersonal Relations', 'Longitudinal Studies', 'Male', 'Social Behavior', 'Universities', 'Young Adult']",25691148,"[1] ""brock university, st catharines, on, l2s 3a1, canada""
"
3,"['United States', 'United States']","['BF', 'BF']",10.1016/j.clinimag.2015.01.017,"['The Ohio State University Wexner Medical Center, 395 West 12th Avenue, Columbus, OH 43210. Electronic address: Jeffrey.Hawley@osumc.edu.', 'The Ohio State University Wexner Medical Center, 395 West 12th Avenue, Columbus, OH 43210. Electronic address: Hannah.Lawther@osumc.edu.', 'The Ohio State University Wexner Medical Center, 395 West 12th Avenue, Columbus, OH 43210. Electronic address: Barbaros.Erdal@osumc.edu.', 'The Ohio State University College of Medicine Department of Biomedical Informatics, 2012 Kenny Road, Columbus, OH 43221. Electronic address: vedat.yildiz@osumc.edu.', 'The Ohio State University Wexner Medical Center, 395 West 12th Avenue, Columbus, OH 43210. Electronic address: Selin.Carkaci@osumc.edu.']",FALSE,"['Adult', 'Aged', 'Aged, 80 and over', 'Biopsy, Large-Core Needle', 'Breast', 'Breast Neoplasms', 'Female', 'Humans', 'Image-Guided Biopsy', 'Magnetic Resonance Imaging', 'Middle Aged', 'Papilloma', 'Retrospective Studies', 'Treatment Outcome']",25691147,"[1] ""the ohio state university wexner medical center, 395 west 12th avenue, columbus, oh""
[2] ""2012 kenny road, columbus, oh""                                                      
"
4,"['Germany', 'Germany']","['GA', 'BF']",10.1007/s00726-015-1938-9,"['Department of Psychiatry, Otto-von-Guericke University Magdeburg, Leipziger Str. 44, 39120, Magdeburg, Germany, Hans-Gert.Bernstein@med.ovgu.de.']",FALSE,"['Abortion, Spontaneous', 'Adult', 'Amygdala', 'Brain Mapping', 'Cerebellum', 'Cerebral Cortex', 'Choroid Plexus', 'Female', 'Fetus', 'Gene Expression', 'Hippocampus', 'Humans', 'Hypothalamus', 'Immunohistochemistry', 'Male', 'Mesencephalon', 'Middle Aged', 'Neurons', 'Oligodendroglia', 'Organ Specificity', 'Peptides', 'Pituitary Gland', 'Pituitary Gland, Posterior', 'Trefoil Factor-3', 'White Matter']",25691144,"[1] ""otto-von-guericke university magdeburg, leipziger str""
[2] "", 39120, magdeburg, germany""                          
"
5,['United States'],['BF'],10.1007/s10393-015-1017-4,"['LCDR, United States Public Health Service, Washington, DC, USA, said.maria@gmail.com.']",FALSE,"['Communicable Disease Control', 'Epidemics', 'Global Health', 'Hemorrhagic Fever, Ebola', 'Humans', 'Liberia']",25691142,"[1] ""lcdr, united states public health service, washington, dc, usa""
"
6,['Thailand'],['BF'],10.1007/s10393-015-1015-6,"['U.S. Agency for International Development, Bangkok, Thailand, dschar@usaid.gov.']",TRUE,"['Communicable Disease Control', 'Disease Outbreaks', 'Hemorrhagic Fever, Ebola', 'Humans', 'Population Surveillance']",25691141,"[1] ""us. agency for international development, bangkok, thailand""
"
7,['United States'],['BF'],10.1007/s10393-014-0997-9,"['Division of Epidemiology and Population Studies, Fogarty International Center, National Institutes of Health, Bethesda, MD, 20892-2220, USA, joshua_rosenthal@nih.gov.']",FALSE,"['Air Pollution, Indoor', 'Cooking', 'Cooking and Eating Utensils', 'Developing Countries', 'Humans', 'Inhalation Exposure']",25691140,"[1] ""fogarty international center, national institutes of health, bethesda, md, 20892-2220, usa""
"
8,"['Germany', 'Germany', 'Germany']","['BF', 'BF', 'BF']",10.1111/jan.12634,"['Institute of Work-, Organizational and Social Psychology, Technical University Dresden, Germany.', 'Institute for Occupational Medicine and Social Medicine, Duesseldorf University, Germany.', 'Institute of Work-. Social-, and Environmental Medicine, Ludwig Maximilian University Munich, Germany.', 'Institute of Work-, Organizational and Social Psychology, Technical University Dresden, Germany.']",FALSE,"['Adult', 'Germany', 'Humans', 'Longitudinal Studies', 'Middle Aged', 'Nursing Staff', 'Retirement', 'Young Adult']",25691136,"[1] ""institute of work-, organizational and social psychology, technical university dresden, germany""      
[2] ""institute for occupational medicine and social medicine, duesseldorf university, germany""             
[3] ""institute of work-. social-, and environmental medicine, ludwig maximilian university munich, germany""
"
9,['France'],['BF'],10.1007/s00421-015-3129-5,"['CETAPS Laboratory, EA no 3832, Facult\xe9 des Sciences du Sport, Boulevard Siegfried, Normandie University, Mont Saint-Aignan, France, guillaume.costalat1@univ-rouen.fr.']",FALSE,"['Adult', 'Bradycardia', 'Breath Holding', 'Diving', 'Female', 'Heart Rate', 'Humans', 'Male', 'Middle Aged', 'Oxygen', 'Oxygen Consumption', 'Pulmonary Gas Exchange', 'Young Adult']",25691132,"[1] ""cetaps laboratory, ea no 3832, faculté des sciences du sport, boulevard siegfried, normandie university, mont saint-aignan, france""
"
10,"['United States', 'United States']","['BF', 'BF']",10.1111/pde.12533,"['School of Medicine, Stanford University, Palo Alto, California.', 'Department of Dermatology, Stanford University, Palo Alto, California.', 'Department of Pediatrics, Stanford University, Palo Alto, California.']",FALSE,"['Dermatology', 'Humans', 'Reimbursement Mechanisms', 'Surveys and Questionnaires', 'Telemedicine', 'United States', 'Videoconferencing']",25691131,"[1] ""school of medicine, stanford university, palo alto, california""
[2] ""stanford university, palo alto, california""                    
"
11,['Ireland'],['BF'],10.1007/s40258-015-0155-8,"['National Cancer Registry Ireland, Cork, Ireland, a.pearce@ncri.ie.']",FALSE,"['Absenteeism', 'Adult', 'Age Distribution', 'Aged', 'Aged, 80 and over', 'Cost of Illness', 'Costs and Cost Analysis', 'Efficiency', 'Employment', 'Female', 'Head and Neck Neoplasms', 'Humans', 'Ireland', 'Male', 'Middle Aged', 'Mortality, Premature', 'Occupations', 'Return to Work', 'Surveys and Questionnaires', 'Survival Analysis', 'Young Adult']",25691128,"[1] ""national cancer registry ireland, cork, ireland""
"
