,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['United States', 'United States', 'United States']","['BF', 'BF', 'BF']",10.1152/jn.00135.2015,"['Department of Entomology, University of Minnesota, Saint Paul, Minnesota;', 'Department of Entomology, University of Minnesota, Saint Paul, Minnesota;', 'Department of Biology and Neuroscience Program, Saint Olaf College, Northfield, Minnesota.', 'Department of Entomology, University of Minnesota, Saint Paul, Minnesota;', 'Department of Entomology, University of Minnesota, Saint Paul, Minnesota;', 'Graduate Program in Neuroscience, University of Minnesota, Saint Paul, Minnesota; and.', 'Department of Entomology, University of Minnesota, Saint Paul, Minnesota;', 'Department of Biology and Neuroscience Program, Saint Olaf College, Northfield, Minnesota.', 'Department of Entomology, University of Minnesota, Saint Paul, Minnesota; Graduate Program in Neuroscience, University of Minnesota, Saint Paul, Minnesota; and mesce001@umn.edu.']",TRUE,"['Afferent Pathways', 'Animals', 'Litchi', 'Locomotion', 'Motor Neurons', 'Nerve Regeneration', 'Neuronal Plasticity', 'Psychomotor Performance', 'Recovery of Function', 'Time Factors']",25787951,"[1] ""university of minnesota, saint paul, minnesota""                                  
[2] ""saint olaf college, northfield, minnesota""                                       
[3] ""graduate program in neuroscience, university of minnesota, saint paul, minnesota""
"
1,"['United States', 'United States']","['BF', 'BF']",10.1152/jn.00113.2015,"['Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut.', 'Department of Neurology, Yale University School of Medicine, New Haven, Connecticut; and Center for Neuroscience and Regeneration Research, Veterans Affairs Medical Center, West Haven, Connecticut stephen.waxman@yale.edu.']",TRUE,"['Aged', 'Animals', 'Biophysics', 'Electric Stimulation', 'Female', 'Ganglia, Spinal', 'Green Fluorescent Proteins', 'Humans', 'Ion Channel Gating', 'Male', 'Membrane Potentials', 'Mice', 'Mice, Transgenic', 'Middle Aged', 'NAV1.8 Voltage-Gated Sodium Channel', 'Neurons', 'Patch-Clamp Techniques', 'Rats', 'Transfection']",25787950,"[1] ""yale university school of medicine, new haven, connecticut""                                                     
[2] ""and center for neuroscience and regeneration research, veterans affairs medical center, west haven, connecticut""
"
2,"['Canada', 'Canada']","['BF', 'BF']",10.1152/jn.00075.2015,"['Division of Brain, Imaging and Behaviour-Systems Neuroscience, Toronto Western Research Institute, University Health Network, Toronto, Ontario, Canada; and Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada anton.rogachov@mail.utoronto.ca.', 'Division of Brain, Imaging and Behaviour-Systems Neuroscience, Toronto Western Research Institute, University Health Network, Toronto, Ontario, Canada; and Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada.', 'Division of Brain, Imaging and Behaviour-Systems Neuroscience, Toronto Western Research Institute, University Health Network, Toronto, Ontario, Canada; and Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada.']",TRUE,"['Brain', 'Brain Mapping', 'Humans', 'Magnetic Resonance Imaging', 'Pain']",25787949,"[1] ""imaging and behaviour-systems neuroscience, toronto western research institute, university health network, toronto, ontario, canada""
[2] ""and institute of medical science, university of toronto, toronto, ontario, canada""                                                  
"
3,['Germany'],['BF'],10.1152/jn.00045.2015,"['Institute of Physiology I, Westf\xe4lische Wilhelms-Universit\xe4t M\xfcnster, M\xfcnster, Germany romo@uni-muenster.de.', 'Institute of Physiology I, Westf\xe4lische Wilhelms-Universit\xe4t M\xfcnster, M\xfcnster, Germany.', 'Institute of Physiology I, Westf\xe4lische Wilhelms-Universit\xe4t M\xfcnster, M\xfcnster, Germany.', 'Institute of Physiology I, Westf\xe4lische Wilhelms-Universit\xe4t M\xfcnster, M\xfcnster, Germany.']",TRUE,"['Animals', 'Biophysics', 'Central Amygdaloid Nucleus', 'Excitatory Amino Acid Antagonists', 'GABA Agents', 'GABAergic Neurons', 'In Vitro Techniques', 'Inhibitory Postsynaptic Potentials', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Microtubule-Associated Proteins', 'Neural Inhibition', 'Neurotransmitter Agents', 'Patch-Clamp Techniques', 'Quinoxalines', 'Receptors, GABA-A']",25787948,"[1] ""institute of physiology i, westfälische wilhelms-universität münster, münster, germany""
"
4,['Togo'],['BF'],10.1684/mst.2014.0431,"[""Service de p\xe9diatrie, unit\xe9 d'infectiologie et d'oncoh\xe9matologie, centre hospitalier universitaire Sylvanus-Olympio, Tokoin Habitat, BP 81604 Lom\xe9, Togo."", ""Service de p\xe9diatrie, unit\xe9 d'infectiologie et d'oncoh\xe9matologie, centre hospitalier universitaire Sylvanus-Olympio, Tokoin Habitat, BP 81604 Lom\xe9, Togo."", ""Service de p\xe9diatrie, unit\xe9 d'infectiologie et d'oncoh\xe9matologie, centre hospitalier universitaire Sylvanus-Olympio, Tokoin Habitat, BP 81604 Lom\xe9, Togo.""]",Invalid/unknown DOI,"['Adolescent', 'Anemia, Sickle Cell', 'Female', 'Hematuria', 'Hospitals, Teaching', 'Humans', 'Male', 'Togo', 'Young Adult']",25787946,"[1] ""service de pédiatrie, unité d'infectiologie et d'oncohématologie, centre hospitalier universitaire sylvanus-olympio, tokoin habitat, bp 81604 lomé, togo""
"
5,"['South Korea', 'South Korea', 'United States', 'South Korea', 'South Korea', 'South Korea']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1007/s00586-015-3849-6,"['Department of Neurosurgery, Ajou University, Suwon, Korea.', 'Department of Neurosurgery, Kunkuk University, Chungju, Korea.', 'Department of Neurosurgery, Barrow Neurological Institute, Phoenix, AZ, USA.', 'Department of Rehabilitation Medicine, CHA Bundang Medical Center, CHA University, Seongnam, Korea.', 'Department of Orthopedics, CHA Bundang Medical Center, CHA University, Seongnam, Korea.', 'Department of Neurosurgery, CHA Bundang Medical Center, CHA University, 59, Yatap-ro Bundang-gu, Seongnam-si, Gyeonggi-do, 463-712, Korea.', 'Department of Neurosurgery, Severance Hospital, Yonsei University, 50, Yonsei-ro, Seodaemun-gu, Seoul, 120-749, Korea. cistern@me.com.', 'Department of Neurosurgery, CHA Bundang Medical Center, CHA University, 59, Yatap-ro Bundang-gu, Seongnam-si, Gyeonggi-do, 463-712, Korea. hanib@cha.ac.kr.']",FALSE,"['Adult', 'Bone Diseases, Metabolic', 'Cervical Vertebrae', 'Disability Evaluation', 'Female', 'Follow-Up Studies', 'Humans', 'Intervertebral Disc Degeneration', 'Joint Prosthesis', 'Male', 'Middle Aged', 'Pain Measurement', 'Postoperative Complications', 'Radiography', 'Retrospective Studies', 'Total Disc Replacement', 'Treatment Outcome']",25787945,"[1] ""ajou university, suwon, korea""                                                                                
[2] ""kunkuk university, chungju, korea""                                                                            
[3] ""barrow neurological institute, phoenix, az, usa""                                                              
[4] ""cha bundang medical center, cha university, seongnam, korea""                                                  
[5] ""cha bundang medical center, cha university, 59, yatap-ro bundang-gu, seongnam-si, gyeonggi-do, 463-712, korea""
[6] ""severance hospital, yonsei university, 50, yonsei-ro, seodaemun-gu, seoul, 120-749, korea""                    
"
6,['Germany'],['BF'],10.1039/c4em00605d,"['Institute of Energy and Environmental Technology e.V. (IUTA), Bliersheimerstra\xdfe 58-60, 47229 Duisburg, Germany. hellack@iuta.de.']",FALSE,"['Air Pollutants', 'Environmental Monitoring', 'Germany', 'Oxidation-Reduction', 'Particulate Matter', 'Vehicle Emissions']",25787944,"[1] ""institute of energy and environmental technology e.v. (iuta), bliersheimerstraße 58-60, 47229 duisburg, germany""
"
7,"['United States', 'United States']","['BF', 'BF']",10.1093/chemse/bjv005,"['Department of Psychology, American University, Washington DC, 20016, USA and slotnic@american.edu.', 'Department of Biology, Randolph-Macon College, Ashland VA, 23005, USA.']",TRUE,"['Animals', 'Avoidance Learning', 'Cues', 'Drinking Behavior', 'Female', 'Mice', 'Odorants', 'Olfactory Bulb', 'Smell', 'Taste']",25787943,"[1] ""american university, washington dc, 20016, usa and""
[2] ""randolph-macon college, ashland va, 23005, usa""    
"
8,['United Kingdom'],['BF'],10.1017/S0022215115000614,"['Otolaryngology Department,Sunderland Royal Infirmary,UK.', 'Otolaryngology Department,Sunderland Royal Infirmary,UK.', 'Otolaryngology Department,Sunderland Royal Infirmary,UK.']",FALSE,"['Early Detection of Cancer', 'Head and Neck Neoplasms', 'Humans', 'Intuition', 'Middle Aged', 'Prospective Studies', 'Referral and Consultation', 'Retrospective Studies', 'Risk Factors']",25787942,"[1] ""sunderland royal infirmary,uk""
"
9,"['Finland', 'Finland', 'Finland', 'Finland']","['BF', 'BF', 'BF', 'BF']",10.1099/vir.0.000127,"['1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland 2Department of Virology and Immunology, HUSLAB, Helsinki University Hospital.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland 2Department of Virology and Immunology, HUSLAB, Helsinki University Hospital.', '3Natural Resources Institute, Vantaa, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland 2Department of Virology and Immunology, HUSLAB, Helsinki University Hospital 4Department of Veterinary Biosciences, Faculty of Veterinary Medicine, University of Helsinki, Helsinki, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland.', '1Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland.']",TRUE,"['Animals', 'Antibodies, Viral', 'Antigens, Viral', 'Arvicolinae', 'Cross Reactions', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Finland', 'Fluorescent Antibody Technique, Indirect', 'Hantavirus', 'Hantavirus Infections', 'Humans', 'Immunoblotting', 'Immunoglobulin G', 'Immunoglobulin M', 'Insectivora', 'Nucleocapsid', 'Puumala virus', 'Rabbits', 'Seroepidemiologic Studies', 'Shrews']",25787939,"[1] ""faculty of medicine, university of helsinki, helsinki, finland""                                                                          
[2] ""faculty of medicine, university of helsinki, helsinki, huslab, helsinki university hospital""                                             
[3] ""natural resources institute, vantaa, finland""                                                                                            
[4] ""faculty of medicine, university of helsinki, helsinki, huslab, faculty of veterinary medicine, university of helsinki, helsinki, finland""
"
