,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,"['United Kingdom', 'Estonia', 'Netherlands', 'Spain', 'Sweden', 'Finland', 'Germany', 'Germany', 'France']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1080/13607863.2015.1078285,"['a Personal Social Services Research Unit , University of Manchester , Manchester , UK.', 'a Personal Social Services Research Unit , University of Manchester , Manchester , UK.', 'a Personal Social Services Research Unit , University of Manchester , Manchester , UK.', 'a Personal Social Services Research Unit , University of Manchester , Manchester , UK.', 'b Department of Internal Medicine , University of Tartu , Tartu , Estonia.', 'c Department of Health Services Research, CAPHRI School for Public Health and Primary Care , Maastricht University , Maastricht , The Netherlands.', 'd School of Health Sciences, Tecno Campus , University Pompeu Fabra , Barcelona , Spain.', 'e Department of Health Sciences , Lund University , Lund , Sweden.', 'f Department of Nursing Science , University of Turku and Turku University Hospital , Turku , Finland.', 'g Faculty of Health, School of Nursing Science , University of Witten/Herdecke , Witten , Germany.', 'h Institute for Health and Nursing Science , Martin Luther University Halle-Wittenberg , Halle-Wittenberg , Germany.', 'i Geriatrics Department, Geront\xf4pole , Toulouse University Hospital , Toulouse , France.']",TRUE,"['Aged', 'Community Health Services', 'Cost Savings', 'Day Care, Medical', 'Dementia', 'Europe', 'Humans', 'Long-Term Care', 'Nursing Homes', 'Quality Improvement', 'Resource Allocation']",26327584,"[1] ""a personal social services research unit , university of manchester , manchester , uk""                              
[2] ""university of tartu , tartu , estonia""                                                                              
[3] ""caphri school for public health and primary care , maastricht university , maastricht , the netherlands""            
[4] ""d school of health sciences, tecno campus , university pompeu fabra , barcelona , spain""                            
[5] ""lund university , lund , sweden""                                                                                    
[6] ""university of turku and turku university hospital , turku , finland""                                                
[7] ""g faculty of health, school of nursing science , university of witten/herdecke , witten , germany""                  
[8] ""h institute for health and nursing science , martin luther university halle-wittenberg , halle-wittenberg , germany""
[9] ""geront<U+00F4>pole , toulouse university hospital , toulouse , france""                                              
"
1,"['United States', 'United States']","['BF', 'BF']",10.1007/s00426-015-0699-0,"['School of Psychological Science, Oregon State University, Corvallis, OR, 97331-5303, USA. mei.lien@oregonstate.edu.', 'School of Psychological Science, Oregon State University, Corvallis, OR, 97331-5303, USA.', 'Department of Psychological Sciences, Purdue University, West Lafayette, IN, 47907, USA.']",FALSE,"['Adult', 'Attention', 'Auditory Perception', 'Choice Behavior', 'Discrimination (Psychology)', 'Female', 'Hand', 'Humans', 'Male', 'Movement', 'Pattern Recognition, Visual', 'Psychomotor Performance', 'Reaction Time', 'Young Adult']",26318437,"[1] ""school of psychological science, oregon state university, corvallis, or, 97331-5303, usa""
[2] ""purdue university, west lafayette, in, 47907, usa""                                       
"
2,"['South Korea', 'South Korea', 'United States']","['BF', 'BF', 'BF']",10.1080/13607863.2015.1078280,"['a Department of Sociology , Sungkyunkwan University , Seoul , South Korea.', 'b Department of Urban Sociology , University of Seoul , Seoul , South Korea.', 'c University of Southern California and RAND.']",TRUE,"['Aged', 'Cross-Sectional Studies', 'Female', 'Humans', 'Interviews as Topic', 'Logistic Models', 'Male', 'Qualitative Research', 'Republic of Korea', 'Residence Characteristics', 'Suicidal Ideation']",26317145,"[1] ""sungkyunkwan university , seoul , south korea""
[2] ""university of seoul , seoul , south korea""    
[3] ""c university of southern california and rand"" 
"
3,['Hong Kong'],['BF'],10.1080/13607863.2015.1078281,"['a Department of Social Work and Social Administration and Sau Po Centre on Ageing , The University of Hong Kong , Hong Kong SAR , China.', 'a Department of Social Work and Social Administration and Sau Po Centre on Ageing , The University of Hong Kong , Hong Kong SAR , China.']",FALSE,"['Aged, 80 and over', 'Aging', 'Cross-Sectional Studies', 'Female', 'Health Status', 'Hong Kong', 'Humans', 'Interviews as Topic', 'Longevity', 'Male', 'Personal Satisfaction', 'Qualitative Research']",26313933,"[1] ""the university of hong kong , hong kong sar , china""
"
4,"['United States', 'United States']","['BF', 'BF']",10.1080/13607863.2015.1078278,"['a Department of Psychology, Fordham University , Bronx , NY 10458 , USA.', 'b Memorial Sloan Kettering Cancer Center , New York , NY 10022 , USA.', 'a Department of Psychology, Fordham University , Bronx , NY 10458 , USA.', 'b Memorial Sloan Kettering Cancer Center , New York , NY 10022 , USA.', 'b Memorial Sloan Kettering Cancer Center , New York , NY 10022 , USA.']",TRUE,"['Aged', 'Aged, 80 and over', 'Concept Formation', 'Depression', 'Diagnostic and Statistical Manual of Mental Disorders', 'Female', 'Humans', 'Male', 'Neoplasms']",26312455,"[1] ""fordham university , bronx , ny 10458 , usa""                         
[2] ""b memorial sloan kettering cancer center , new york , ny 10022 , usa""
"
5,['United States'],['BF'],10.1080/13607863.2015.1078284,"['a Department of Psychology , University of Virginia , Charlottesville , Virginia.', 'a Department of Psychology , University of Virginia , Charlottesville , Virginia.', 'a Department of Psychology , University of Virginia , Charlottesville , Virginia.', 'a Department of Psychology , University of Virginia , Charlottesville , Virginia.']",TRUE,"['Adaptation, Psychological', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Male', 'Memory Disorders', 'Middle Aged', 'Surveys and Questionnaires', 'Young Adult']",26305735,"[1] ""university of virginia , charlottesville , virginia""
"
6,"['United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1080/13607863.2015.1075960,"['a Center for Social Epidemiology and Population Health, School of Public Health , University of Michigan , Ann Arbor , MI , USA.', 'b School of Social Work , University of Michigan , Ann Arbor , MI , USA.', 'c Alabama Research Institute on Aging, University of Alabama , Tuscaloosa , AL , USA.', 'd Department of Psychology , University of Alabama , Tuscaloosa , AL , USA.', 'e Curry School of Education , University of Virginia , Charlottesville , VA , USA.', 'a Center for Social Epidemiology and Population Health, School of Public Health , University of Michigan , Ann Arbor , MI , USA.', 'f School of Nursing , University of Michigan , Ann Arbor , MI , USA.']",FALSE,"['Aged', 'Caregivers', 'Cross-Sectional Studies', 'Dementia', 'Female', 'Humans', 'Independent Living', 'Male', 'Middle Aged', 'Psychotropic Drugs']",26304301,"[1] ""a center for social epidemiology and population health, school of public health , university of michigan , ann arbor , mi , usa""
[2] ""b school of social work , university of michigan , ann arbor , mi , usa""                                                        
[3] ""c alabama research institute on aging, university of alabama , tuscaloosa , al , usa""                                           
[4] ""university of alabama , tuscaloosa , al , usa""                                                                                  
[5] ""e curry school of education , university of virginia , charlottesville , va , usa""                                              
[6] ""f school of nursing , university of michigan , ann arbor , mi , usa""                                                            
"
7,"['Netherlands', 'China', 'Netherlands']","['BF', 'BF', 'BF']",10.1007/s00426-015-0698-1,"['Leiden Institute for Brain and Cognition, Leiden University, Leiden, The Netherlands.', 'Center for the Study of Language and Cognition, Zhejiang University, Hangzhou, China.', 'Leiden Institute for Brain and Cognition, Leiden University, Leiden, The Netherlands. hommel@fsw.leidenuniv.nl.', 'Cognitive Psychology Unit, Institute of Psychology, Leiden University, Wassenaarseweg 52, 2333AK, Leiden, The Netherlands. hommel@fsw.leidenuniv.nl.']",TRUE,"['Adult', 'Computer Simulation', 'Female', 'Hand', 'Heart Rate', 'Humans', 'Illusions', 'Male', 'Movement', 'Ownership', 'Pilot Projects', 'User-Computer Interface']",26298419,"[1] ""leiden institute for brain and cognition, leiden university, leiden, the netherlands""                                     
[2] ""center for the study of language and cognition, zhejiang university, hangzhou, china""                                     
[3] ""cognitive psychology unit, institute of psychology, leiden university, wassenaarseweg 52, 2333ak, leiden, the netherlands""
"
8,"['Germany', 'Germany', 'United Kingdom', 'United States', 'United States', 'United States']","['GA', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1007/s00426-015-0697-2,"['Memory and Consciousness Research Group, Department of Neurology, Otto-von-Guericke-University Magdeburg, Leipziger Str. 44 (Haus 65), 39120, Magdeburg, Germany. kizilirm@med.ovgu.de.', 'CogNovo, Plymouth University, Devon, UK.', 'International Computer Science Institute, Berkeley, CA, USA.', 'Helen Wills Neuroscience Institute, University of California, Berkeley, Berkeley, CA, USA.', 'Berkeley Institute for Data Science, University of California, Berkeley, Berkeley, CA, USA.', 'Memory and Consciousness Research Group, Department of Neurology, Otto-von-Guericke-University Magdeburg, Leipziger Str. 44 (Haus 65), 39120, Magdeburg, Germany.']",TRUE,"['Awareness', 'Comprehension', 'Creativity', 'Decision Making', 'Emotions', 'Humans', 'Male', 'Memory, Long-Term', 'Mental Recall', 'Problem Solving']",26280758,"[1] ""memory and consciousness research group, otto-von-guericke-university magdeburg, leipziger str""
[2] "" (haus 65), 39120, magdeburg, germany""                                                         
[3] ""cognovo, plymouth university, devon, uk""                                                       
[4] ""international computer science institute, berkeley, ca, usa""                                   
[5] ""helen wills neuroscience institute, university of california, berkeley, berkeley, ca, usa""     
[6] ""berkeley institute for data science, university of california, berkeley, berkeley, ca, usa""    
"
9,"['Japan', 'Japan']","['BF', 'BF']",10.1080/13607863.2015.1074161,"['a Department of Psychology , Hiroshima International University , Higashi-Hiroshima , Japan.', 'b Department of Nursing , Hyogo University of Health Sciences , Kobe , Japan.']",FALSE,"['Adult', 'Aged', 'Caregivers', 'Cross-Sectional Studies', 'Female', 'Foster Home Care', 'Humans', 'Japan', 'Male', 'Middle Aged', 'Sex Factors', 'Stress, Psychological', 'Surveys and Questionnaires', 'Young Adult']",26274388,"[1] ""hiroshima international university , higashi-hiroshima , japan""
[2] ""hyogo university of health sciences , kobe , japan""            
"
