,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,['India'],['BF'],10.1007/s00134-015-3694-4,"['Department of Pediatrics, Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER), Pondicherry, 605006, India.']",FALSE,"['Child', 'Child, Preschool', 'Critical Care', 'Female', 'Humans', 'Incidence', 'Infant', 'Intensive Care Units, Pediatric', 'Length of Stay', 'Male', 'Pneumonia, Ventilator-Associated', 'Probiotics', 'Respiration, Artificial']",25708419,"[1] ""jawaharlal institute of postgraduate medical education and research (jipmer), pondicherry, 605006, india""
"
1,['Canada'],['BF'],10.1007/s00134-015-3679-3,"['Department of Diagnostic Imaging, Division of Neuroradiology, Queen Elizabeth II Hospital, Halifax, NS, Canada, JaiJai.Shankar@cdha.nshealth.ca.']",TRUE,"['Death', 'Humans', 'Practice Guidelines as Topic']",25708418,"[1] ""queen elizabeth ii hospital, halifax, ns, canada""
"
2,"['Poland', 'Poland']","['BF', 'BF']",10.1016/j.peptides.2015.02.004,"['Institute of Organic Chemistry, Lodz University of Technology, \u017beromskiego 116, 90-924 Lodz, Poland.', 'Institute of Organic Chemistry, Lodz University of Technology, \u017beromskiego 116, 90-924 Lodz, Poland.', 'Mossakowski Medical Research Centre, Polish Academy of Sciences, Pawi\u0144skiego 5, 01-793 Warsaw, Poland.', 'Mossakowski Medical Research Centre, Polish Academy of Sciences, Pawi\u0144skiego 5, 01-793 Warsaw, Poland.', 'Mossakowski Medical Research Centre, Polish Academy of Sciences, Pawi\u0144skiego 5, 01-793 Warsaw, Poland.', 'Mossakowski Medical Research Centre, Polish Academy of Sciences, Pawi\u0144skiego 5, 01-793 Warsaw, Poland.', 'Institute of Organic Chemistry, Lodz University of Technology, \u017beromskiego 116, 90-924 Lodz, Poland. Electronic address: aleksandra.olma@p.lodz.pl.']",FALSE,"['Amino Acids', 'Analgesics, Opioid', 'Animals', 'Enkephalins', 'Male', 'Pain', 'Peptides', 'Protein Binding', 'Rats', 'Rats, Wistar', 'Receptors, Opioid, delta']",25708417,"[1] ""institute of organic chemistry, lodz university of technology, żeromskiego 116, 90-924 lodz, poland""  
[2] ""mossakowski medical research centre, polish academy of sciences, pawińskiego 5, 01-793 warsaw, poland""
"
3,"['Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany']","['GA', 'BF', 'BF', 'BF', 'BF', 'GA', 'BF']",10.1016/j.peptides.2015.02.005,"['Institute of Pharmacology and Toxicology, Jena University Hospital, Friedrich Schiller University Jena, Drackendorfer Str. 1, D-07747 Jena, Germany. Electronic address: Amelie.Lupp@med.uni-jena.de.', 'Institute of Pharmacology and Toxicology, Jena University Hospital, Friedrich Schiller University Jena, Drackendorfer Str. 1, D-07747 Jena, Germany.', 'Institute of Pharmacology and Toxicology, Jena University Hospital, Friedrich Schiller University Jena, Drackendorfer Str. 1, D-07747 Jena, Germany.', 'Department of General and Visceral Surgery, Zentralklinik Bad Berka, Robert-Koch-Allee 9, 99437 Bad Berka, Germany.', 'Laboratory of Pathology and Cytology Bad Berka, Robert-Koch-Allee 9, 99438 Bad Berka, Germany.', 'Department of Pathology, Ernst-Moritz-Arndt-University Greifswald, Friedrich-Loeffler-Str. 23e, 17475 Greifswald, Germany.', 'Department of Pathology, Ernst-Moritz-Arndt-University Greifswald, Friedrich-Loeffler-Str. 23e, 17475 Greifswald, Germany.', 'Department of Neuropathology, Otto-von-Guericke-University Magdeburg, Leipziger Str. 44, 39120 Magdeburg, Germany.', 'Institute of Pharmacology and Toxicology, Jena University Hospital, Friedrich Schiller University Jena, Drackendorfer Str. 1, D-07747 Jena, Germany.']",FALSE,"['Antibodies, Monoclonal', 'Endothelin-1', 'HEK293 Cells', 'Humans', 'Immunohistochemistry', 'In Vitro Techniques', 'Neoplasms', 'Receptor, Endothelin A', 'Receptor, Endothelin B']",25708416,"[1] ""institute of pharmacology and toxicology, jena university hospital, friedrich schiller university jena, drackendorfer str""
[2] "" d-07747 jena, germany""                                                                                                   
[3] ""zentralklinik bad berka, robert-koch-allee 9, 99437 bad berka, germany""                                                   
[4] ""laboratory of pathology and cytology bad berka, robert-koch-allee 9, 99438 bad berka, germany""                            
[5] ""ernst-moritz-arndt-university greifswald, friedrich-loeffler-str. 23e, 17475 greifswald, germany""                         
[6] ""otto-von-guericke-university magdeburg, leipziger str""                                                                    
[7] "", 39120 magdeburg, germany""                                                                                               
"
4,"['Sweden', 'Sweden', 'Sweden', 'Sweden']","['BF', 'BF', 'BF', 'BF']",10.1111/aogs.12610,"['Department of Clinical Science, Intervention and Technology, Division of Obstetrics and Gynecology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.', 'Department of Obstetrics and Gynecology, \xd6rnsk\xf6ldsviks Hospital, \xd6rnsk\xf6ldsvik, Sweden.', 'Department of Laboratory Medicine, Division of Pathology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.', 'Department of Clinical Science, Intervention and Technology, Division of Obstetrics and Gynecology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.', 'Department of Neuroscience/Ophthalmology, Uppsala University, Uppsala, Sweden.', 'Department of Clinical Science, Intervention and Technology, Division of Obstetrics and Gynecology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.']",FALSE,"['Adult', 'Apgar Score', 'Female', 'Humans', 'Infant, Extremely Premature', 'Infant, Newborn', 'Infant, Newborn, Diseases', 'Infant, Small for Gestational Age', 'Placenta', 'Pregnancy', 'Pregnancy Complications', 'Pregnancy Outcome', 'Prospective Studies', 'Risk Factors', 'Stillbirth', 'Sweden']",25708414,"[1] ""intervention and technology, karolinska institute, karolinska university hospital, stockholm, sweden""
[2] ""örnsköldsviks hospital, örnsköldsvik, sweden""                                                        
[3] ""karolinska institute, karolinska university hospital, stockholm, sweden""                             
[4] ""uppsala university, uppsala, sweden""                                                                 
"
5,"['Poland', 'Brazil', 'Switzerland']","['BF', 'BF', 'BF']",10.1007/s00405-015-3573-1,"['Department of Otolaryngology, Head and Neck Surgery, Medical University of Lublin, Lublin, Poland. marcinszym@poczta.onet.pl.', ""Department of Otolaryngology, Pequeno Principe Children's Hospital, Curitiba, Brazil."", 'Department of Otorhinolaryngology, Head and Neck Surgery, Luzerner Kantonsspital, Lucerne, Switzerland.']",TRUE,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Child', 'Chronic Disease', 'Cochlear Implants', 'Ear Canal', 'Female', 'Humans', 'Male', 'Middle Aged', 'Otitis Media', 'Reoperation', 'Retrospective Studies', 'Surgical Flaps', 'Young Adult']",25708413,"[1] ""head and neck surgery, medical university of lublin, lublin, poland""
[2] ""pequeno principe children's hospital, curitiba, brazil""             
[3] ""head and neck surgery, luzerner kantonsspital, lucerne, switzerland""
"
6,['China'],['BF'],10.1007/s00405-015-3572-2,"['Department of Otorhinolaryngology and Head-Neck Surgery, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, 450052, China.', 'Department of Otorhinolaryngology and Head-Neck Surgery, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, 450052, China. xiufentian@126.com.']",FALSE,"['Abscess', 'Adolescent', 'Barium Sulfate', 'Branchial Region', 'Cautery', 'China', 'Female', 'Humans', 'Infant', 'Male', 'Middle Aged', 'Natural Orifice Endoscopic Surgery', 'Neck', 'Pyriform Sinus', 'Recurrence', 'Reoperation', 'Respiratory Tract Fistula', 'Retrospective Studies', 'Thyroidectomy', 'Thyroiditis, Suppurative', 'Tomography, X-Ray Computed', 'Treatment Outcome']",25708412,"[1] ""the first affiliated hospital of zhengzhou university, zhengzhou, 450052, china""
"
7,"['United States', 'Spain']","['GA', 'BF']",10.1007/s00405-015-3565-1,"['ENT Department, University Hospital Dr. Peset, Av/ Gaspar Aguilar 90, 46017, Valencia, Spain, marinacll@gmail.com.']",FALSE,"['Adult', 'Aged', 'Body Mass Index', 'Endoscopy', 'Female', 'Humans', 'Male', 'Middle Aged', 'Oropharynx', 'Palate, Soft', 'Patient Selection', 'Pharynx', 'Retrospective Studies', 'Sleep Apnea, Obstructive', 'Treatment Outcome']",25708411,"[1] ""university hospital dr""                              
[2] ""peset, av/ gaspar aguilar 90, 46017, valencia, spain""
"
8,"['Israel', 'Israel']","['BF', 'BF']",10.1007/s00405-015-3545-5,"['Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel.', 'Department of Otolaryngology, Head and Neck and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, 6 Weitzman Street, 64239, Tel Aviv, Israel. danf@tasmc.health.gov.il.']",FALSE,"['Academic Medical Centers', 'Adenoma, Pleomorphic', 'Adolescent', 'Adult', 'Age Factors', 'Aged', 'Algorithms', 'Case-Control Studies', 'Child', 'Disease Management', 'Female', 'Head and Neck Neoplasms', 'Humans', 'Male', 'Middle Aged', 'Neurilemmoma', 'Paraganglioma', 'Pharynx', 'Sex Factors']",25708410,"[1] ""sackler school of medicine, tel aviv university, tel aviv, israel""                                                    
[2] ""head and neck and maxillofacial surgery, tel aviv sourasky medical center, 6 weitzman street, 64239, tel aviv, israel""
"
9,"['United States', 'United States', 'United States']","['BF', 'BF', 'BF']",10.1016/j.wasman.2015.02.004,"['Environmental Science Program, University of Idaho, Moscow, ID 83844-3006, United States.', 'Environmental Science Program, University of Idaho, Moscow, ID 83844-3006, United States; Renewable Materials Program, Department of Forest, Rangeland and Fire Sciences, University of Idaho, Moscow, ID 8323844-1132, United States. Electronic address: armandm@uidaho.edu.', 'Department of Civil Engineering, University of Idaho, Moscow, ID 83844-1022, United States.']",FALSE,"['Anaerobiosis', 'Bioreactors', 'Fermentation', 'Food', 'Lactic Acid', 'Solanum tuberosum', 'Solid Waste', 'Waste Management']",25708409,"[1] ""environmental science program, university of idaho, moscow, id 83844-3006, united states""                             
[2] ""renewable materials program, rangeland and fire sciences, university of idaho, moscow, id 8323844-1132, united states""
[3] ""university of idaho, moscow, id 83844-1022, united states""                                                            
"
