,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,['Austria'],['BF'],10.1007/s00406-014-0559-8,"['Department of Psychiatry, University Clinic for Psychiatry, Medical University Graz, Auenbruggerplatz 31, 8036, Graz, Austria.']",FALSE,"['Adipose Tissue', 'Adult', 'Anthropometry', 'Biogenic Monoamines', 'Bipolar Disorder', 'Body Fat Distribution', 'Body Mass Index', 'Cohort Studies', 'Fasting', 'Female', 'Humans', 'Life Style', 'Male', 'Metabolic Diseases', 'Middle Aged', 'Multivariate Analysis', 'Psychiatric Status Rating Scales', 'Sex Factors', 'Surveys and Questionnaires', 'Waist Circumference', 'Waist-Hip Ratio', 'Young Adult']",25381166,"[1] ""university clinic for psychiatry, medical university graz, auenbruggerplatz 31, 8036, graz, austria""
"
1,"['Turkey', 'Turkey', 'Turkey', 'Turkey']","['BF', 'BF', 'BF', 'BF']",10.1007/s10792-014-0014-x,"[""Department of Ophthalmology, ROP Screening, Treatment and Training Center, Zeynep Kamil Maternity and Children's Disease Education and Research Hospital, Burhanettin \xdcst\xfcnel Cad. No: 10, \xdcsk\xfcdar, 34668, Istanbul, Turkey. drmurat301@yahoo.com.tr."", ""Department of Ophthalmology, ROP Screening, Treatment and Training Center, Zeynep Kamil Maternity and Children's Disease Education and Research Hospital, Burhanettin \xdcst\xfcnel Cad. No: 10, \xdcsk\xfcdar, 34668, Istanbul, Turkey."", ""Department of Neonatology, Zeynep Kamil Maternity and Children's Disease Education and Research Hospital, Istanbul, Turkey."", 'Department of Ophthalmology, Cerrahpasa Faculty of Medicine, Istanbul University, Istanbul, Turkey.', ""Department of Pediatrics, Zeynep Kamil Maternity and Children's Disease Education and Research Hospital, Istanbul, Turkey."", 'Department of Ophthalmology, Umraniye Education and Research Hospital, Istanbul, Turkey.']",FALSE,"['Birth Weight', 'Female', 'Gestational Age', 'Humans', 'Incidence', 'Infant, Newborn', 'Laser Coagulation', 'Male', 'Retina', 'Retinopathy of Prematurity', 'Retrospective Studies', 'Tertiary Care Centers', 'Treatment Outcome', 'Turkey', 'Visual Acuity']",25381161,"[1] ""rop screening, treatment and training center, zeynep kamil maternity and children's disease education and research hospital, burhanettin üstünel cad. no: 10, üsküdar, 34668, istanbul, turkey""
[2] ""zeynep kamil maternity and children's disease education and research hospital, istanbul, turkey""                                                                                               
[3] ""cerrahpasa faculty of medicine, istanbul university, istanbul, turkey""                                                                                                                         
[4] ""umraniye education and research hospital, istanbul, turkey""                                                                                                                                    
"
2,['Australia'],['BF'],10.1007/s00586-014-3593-3,"['Department of Clinical and Rehabilitation Services, Faculty of Health Science and Medicine, Bond Institute of Health and Sport, Bond University, 2 Promethean Way, Robina, QLD, 4226, Australia, jennifer.theis@student.bond.edu.au.']",FALSE,"['Adult', 'Humans', 'Quality of Life', 'Scoliosis']",25381158,"[1] ""faculty of health science and medicine, bond institute of health and sport, bond university, 2 promethean way, robina, qld, 4226, australia""
"
3,['Italy'],['BF'],10.1007/s00294-014-0457-7,"['Department of Ecological and Biological Sciences (DEB), University of Tuscia, Viterbo, Italy, selbmann@unitus.it.']",FALSE,"['Adaptation, Biological', 'Antarctic Regions', 'Environmental Microbiology', 'Extraterrestrial Environment', 'Fungi', 'Space Flight', 'Stress, Physiological']",25381156,"[1] ""university of tuscia, viterbo, italy""
"
4,['United Kingdom'],['BF'],10.1007/s00294-014-0455-9,"['Applied Mycology Group, Cranfield Soil and AgriFood Institute, Cranfield University, Cranfield, Bedford, MK43 0AL, UK.']",FALSE,"['Environment', 'Fungal Proteins', 'Fungi', 'Gene Expression Regulation, Fungal', 'Gene-Environment Interaction', 'Metabolome', 'Models, Biological', 'Multigene Family', 'Phenotype', 'Secondary Metabolism', 'Stress, Physiological', 'Temperature', 'Water']",25381155,"[1] ""applied mycology group, cranfield soil and agrifood institute, cranfield university, cranfield, bedford, mk43 0al, uk""
"
5,"['United States', 'United States', 'Canada', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1158/0008-5472.CAN-14-1891,"['Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Division of Biostatistics, Washington University School of Medicine, St Louis, Missouri.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri. Mallinckrodt Institute of Radiology, Washington University School of Medicine, St Louis, Missouri.', 'Department of Pediatrics, The Hospital for Sick Children, University of Toronto, Toronto, Ontario, Canada.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Department of Neurology, Washington University School of Medicine, St Louis, Missouri.', 'Department of Pediatrics, New York University Langone Medical Center, New York, New York.', 'Clinical Genetics Branch, Division of Cancer Epidemiology and Genetics, National Cancer Institute, NIH, Rockville, Maryland.', 'Division of Medical Genetics, University of Utah, Salt Lake City, Utah.', 'Huntsman Cancer Institute, University of Utah, Salt Lake City, Utah.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri.', 'Rare Tumors Initiative, Office of the Director, Center for Cancer Research, National Cancer Institute, NCI, Bethesda, Maryland.', ""Division of Oncology, The Children's Hospital of Philadelphia, Pennsylvania. Department of Pediatrics, The Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania."", 'Department of Pediatrics, The Hospital for Sick Children, University of Toronto, Toronto, Ontario, Canada.', 'Department of Pediatrics, New York University Langone Medical Center, New York, New York.', 'Division of Medical Genetics, University of Utah, Salt Lake City, Utah.', 'Department of Neurology, Washington University School of Medicine, St Louis, Missouri.', 'Division of Pediatric Hematology/Oncology, Department of Pediatrics, Washington University School of Medicine, St Louis, Missouri. Department of Anatomy and Neurobiology, Washington University School of Medicine, St Louis, Missouri. rubin_j@kids.wustl.edu.']",TRUE,"['Animals', 'Astrocytes', 'Cyclic AMP', 'Female', 'Glioma', 'Humans', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Neurofibromatosis 1', 'Risk Factors', 'Sex Factors', 'Signal Transduction']",25381154," [1] ""washington university school of medicine, st louis, missouri""                                                                  
 [2] ""mallinckrodt institute of radiology, washington university school of medicine, st louis, missouri""                             
 [3] ""the hospital for sick children, university of toronto, toronto, ontario, canada""                                               
 [4] ""new york university langone medical center, new york, new york""                                                                
 [5] ""clinical genetics branch, national cancer institute, nih, rockville, maryland""                                                 
 [6] ""university of utah, salt lake city, utah""                                                                                      
 [7] ""huntsman cancer institute, university of utah, salt lake city, utah""                                                           
 [8] ""rare tumors initiative, office of the director, center for cancer research, national cancer institute, nci, bethesda, maryland""
 [9] ""the children's hospital of philadelphia, pennsylvania""                                                                         
[10] ""the perelman school of medicine at the university of pennsylvania, philadelphia, pennsylvania""                                 
"
6,"['Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Germany']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1158/0008-5472.CAN-13-2037,"['Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'IBFM-CNR, Segrate, Italy; Tecnomed Foundation and Department of Health Sciences, University of Milan-Bicocca, Monza, Italy. Experimental Imaging Center, IRCCS San Raffaele Scientific Institute, Milan, Italy.', 'Department of Biomedical Sciences, University of Padova, Padova, Italy.', 'Department of Surgery, Oncology and Gastroenterology, University of Padova, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Department of Biomedical Sciences, University of Padova, Padova, Italy.', 'Onco-hematology Laboratory, Department of Woman and Child Health, University of Padova, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy.', 'IBFM-CNR, Segrate, Italy; Tecnomed Foundation and Department of Health Sciences, University of Milan-Bicocca, Monza, Italy.', 'Department of Laboratory Medicine, University-Hospital, Padova, Italy.', 'Institute of Physiology and Pathophysiology, University Medical Center of the Johannes Gutenberg University Mainz, Germany.', 'Institute of Physiology and Pathophysiology, University Medical Center of the Johannes Gutenberg University Mainz, Germany.', 'Institute of Physiology and Pathophysiology, University Medical Center of the Johannes Gutenberg University Mainz, Germany.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy. Department of Surgery, Oncology and Gastroenterology, University of Padova, Padova, Italy.', 'IBFM-CNR, Segrate, Italy; Tecnomed Foundation and Department of Health Sciences, University of Milan-Bicocca, Monza, Italy. Experimental Imaging Center, IRCCS San Raffaele Scientific Institute, Milan, Italy.', 'Istituto Oncologico Veneto, IRCCS, Padova, Italy. stefano.indraccolo@unipd.it.']",TRUE,"['Angiogenesis Inhibitors', 'Animals', 'Antibodies, Monoclonal, Humanized', 'Bevacizumab', 'Cell Line, Tumor', 'Female', 'Glycolysis', 'Humans', 'MCF-7 Cells', 'Mice', 'Mice, Inbred BALB C', 'Mice, SCID', 'Molecular Targeted Therapy', 'Neoplasms', 'Phenotype', 'Random Allocation', 'Vascular Endothelial Growth Factor A', 'Xenograft Model Antitumor Assays']",25381153,"[1] ""istituto oncologico veneto, irccs, padova, italy""                                                                          
[2] ""ibfm-cnr, segrate, italy""                                                                                                  
[3] ""university of milan-bicocca, monza, italy""                                                                                 
[4] ""experimental imaging center, irccs san raffaele scientific institute, milan, italy""                                        
[5] ""university of padova, padova, italy""                                                                                       
[6] ""oncology and gastroenterology, university of padova, padova, italy""                                                        
[7] ""onco-hematology laboratory, university of padova, padova, italy""                                                           
[8] ""university-hospital, padova, italy""                                                                                        
[9] ""institute of physiology and pathophysiology, university medical center of the johannes gutenberg university mainz, germany""
"
7,"['Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany', 'Germany']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'GA', 'BF', 'BF']",10.1158/0008-5472.CAN-13-3686,"['Signal Transduction in Tumour Development and Drug Resistance Group, Institute of Molecular Medicine and Cell Research (IMMZ), Albert-Ludwigs-University (ALU), Freiburg, Germany. Faculty of Biology, ALU, Freiburg, Germany.', 'Signal Transduction in Tumour Development and Drug Resistance Group, Institute of Molecular Medicine and Cell Research (IMMZ), Albert-Ludwigs-University (ALU), Freiburg, Germany. Faculty of Biology, ALU, Freiburg, Germany. Spemann Graduate School of Biology and Medicine (SGBM), ALU, Freiburg, Germany.', 'Department of Hematology and Oncology, University Medical Center, ALU, Freiburg, Germany.', 'Signal Transduction in Tumour Development and Drug Resistance Group, Institute of Molecular Medicine and Cell Research (IMMZ), Albert-Ludwigs-University (ALU), Freiburg, Germany. Faculty of Biology, ALU, Freiburg, Germany.', 'Institute of Cell Biology and Immunology, University of Stuttgart, Stuttgart, Germany.', 'Signal Transduction in Tumour Development and Drug Resistance Group, Institute of Molecular Medicine and Cell Research (IMMZ), Albert-Ludwigs-University (ALU), Freiburg, Germany. Faculty of Biology, ALU, Freiburg, Germany. Spemann Graduate School of Biology and Medicine (SGBM), ALU, Freiburg, Germany.', 'Department of Pathology, University Medical Center, ALU, Freiburg, Germany.', 'Faculty of Biology, ALU, Freiburg, Germany. Department of Hematology and Oncology, University Medical Center, ALU, Freiburg, Germany.', 'Systems Biology of the Cellular Microenvironment Group, IMMZ, ALU, Freiburg, Germany.', 'Department of Pathology, University Medical Center, ALU, Freiburg, Germany.', 'Systems Biology of the Cellular Microenvironment Group, IMMZ, ALU, Freiburg, Germany.', 'Department of Hematology and Oncology, University Medical Center, ALU, Freiburg, Germany. Centre for Biological Signalling Studies BIOSS, ALU Freiburg.', 'Institute of Cell Biology and Immunology, University of Stuttgart, Stuttgart, Germany.', 'Department of Pathology, University Medical Center, ALU, Freiburg, Germany. Centre for Biological Signalling Studies BIOSS, ALU Freiburg. German Cancer Consortium (DKTK), Freiburg, Germany. German Cancer Research Center (DKFZ), Heidelberg, Germany.', 'Systems Biology of the Cellular Microenvironment Group, IMMZ, ALU, Freiburg, Germany. German Cancer Consortium (DKTK), Freiburg, Germany. German Cancer Research Center (DKFZ), Heidelberg, Germany.', 'Systems Biology of the Cellular Microenvironment Group, IMMZ, ALU, Freiburg, Germany. German Cancer Consortium (DKTK), Freiburg, Germany. German Cancer Research Center (DKFZ), Heidelberg, Germany.', 'Signal Transduction in Tumour Development and Drug Resistance Group, Institute of Molecular Medicine and Cell Research (IMMZ), Albert-Ludwigs-University (ALU), Freiburg, Germany. Centre for Biological Signalling Studies BIOSS, ALU Freiburg. tilman.brummer@zbsa.de.']",TRUE,"['Animals', 'Cell Differentiation', 'Cell Proliferation', 'Colorectal Neoplasms', 'Gene Knockdown Techniques', 'HT29 Cells', 'Humans', 'Mice', 'Mice, SCID', 'Mice, Transgenic', 'Phosphorylation', 'Protein Kinase Inhibitors', 'Proto-Oncogene Proteins B-raf', 'Random Allocation', 'Signal Transduction', 'Xenograft Model Antitumor Assays']",25381152,"[1] ""signal transduction in tumour development and drug resistance group, institute of molecular medicine and cell research (immz), albert-ludwigs-university (alu), freiburg, germany""
[2] ""faculty of biology, alu, freiburg, germany""                                                                                                                                       
[3] ""spemann graduate school of biology and medicine (sgbm), alu, freiburg, germany""                                                                                                   
[4] ""university medical center, alu, freiburg, germany""                                                                                                                                
[5] ""institute of cell biology and immunology, university of stuttgart, stuttgart, germany""                                                                                            
[6] ""systems biology of the cellular microenvironment group, immz, alu, freiburg, germany""                                                                                             
[7] ""centre for biological signalling studies bioss, alu freiburg""                                                                                                                     
[8] ""german cancer consortium (dktk), freiburg, germany""                                                                                                                               
[9] ""german cancer research center (dkfz), heidelberg, germany""                                                                                                                        
"
8,['Malaysia'],['BF'],10.1099/jmm.0.082263-0,"['Department of Medical Microbiology and Immunology, Universiti Kebangsaan Malaysia Medical Centre, Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur, Malaysia.', 'Department of Medical Microbiology and Immunology, Universiti Kebangsaan Malaysia Medical Centre, Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur, Malaysia alfizah@ppukm.ukm.edu.my.', 'Department of Medical Microbiology and Immunology, Universiti Kebangsaan Malaysia Medical Centre, Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur, Malaysia.', 'Department of Medical Microbiology and Immunology, Universiti Kebangsaan Malaysia Medical Centre, Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur, Malaysia.']",TRUE,"['Acinetobacter Infections', 'Acinetobacter baumannii', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Bacterial Proteins', 'Carbapenems', 'Cephalosporinase', 'Cephalosporins', 'Child', 'Child, Preschool', 'DNA, Bacterial', 'DNA, Ribosomal', 'DNA-Directed RNA Polymerases', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Malaysia', 'Male', 'Microbial Sensitivity Tests', 'Middle Aged', 'RNA, Ribosomal, 16S', 'Sequence Analysis, DNA', 'Tertiary Care Centers', 'Young Adult', 'beta-Lactamases']",25381148,"[1] ""universiti kebangsaan malaysia medical centre, jalan yaacob latif, bandar tun razak, 56000 cheras, kuala lumpur, malaysia""
"
9,"['China', 'China', 'China']","['BF', 'BF', 'BF']",10.1099/jmm.0.082438-0,"['Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China Department of Microbiology, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Department of Life Sciences, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Department of Life Sciences, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China Department of Microbiology, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China Department of Microbiology, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China Department of Microbiology, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China.', 'Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, PR China Department of Microbiology, Bengbu Medical College, Bengbu, Anhui 233030, PR China guanjc2013@126.com.']",TRUE,"['Adult Children', 'Animals', 'Animals, Newborn', 'Blood', 'CD4-CD8 Ratio', 'CD4-Positive T-Lymphocytes', 'CD8-Positive T-Lymphocytes', 'Enterotoxins', 'Female', 'Humans', 'Interferon-gamma', 'Interleukin-4', 'Male', 'Pregnancy', 'Rats, Sprague-Dawley']",25381147,"[1] ""anhui key laboratory of infection and immunity, bengbu medical college, bengbu, anhui 233030, bengbu medical college, bengbu, anhui 233030, pr china""
[2] ""anhui key laboratory of infection and immunity, bengbu medical college, bengbu, anhui 233030, pr china""                                              
[3] ""bengbu medical college, bengbu, anhui 233030, pr china""                                                                                              
"
